emulator_scenario,fair_scenario,short,year,p5,p17,p33,p50,p66,p83,p95
vl,verylow,VLLO,1978,0.0961475785641178,0.1927410653053424,0.2603941611349539,0.32198462984424,0.3709247727616757,0.4446423274273742,0.5325278828345545
vl,verylow,VLLO,1979,0.1266882324537763,0.2187194467150452,0.2819304335097836,0.3397398666053381,0.3970853000228949,0.4603717246218933,0.5520729630790477
vl,verylow,VLLO,1980,0.1369579054307316,0.2292424010686679,0.293798674845491,0.3507817228145779,0.4134288145946552,0.4884357507129804,0.5868123235411508
vl,verylow,VLLO,1981,0.1723973497312408,0.2464434607443905,0.3084288509279801,0.3637717790602028,0.4192293195266772,0.4991551807577051,0.5878372862254124
vl,verylow,VLLO,1982,0.1888927815701441,0.2607190490310707,0.3238837230643889,0.3841562800770755,0.4371612733988548,0.5193457812674481,0.6049087781691322
vl,verylow,VLLO,1983,0.1653313318952192,0.2511285912542949,0.3101080001335787,0.3702884286283661,0.4194450240619848,0.4897065261730972,0.5896846687596359
vl,verylow,VLLO,1984,0.1516868347623273,0.2273049690464955,0.2846825123989546,0.3434263909702675,0.386269250071926,0.4555614117831847,0.5558200712535086
vl,verylow,VLLO,1985,0.1580573686487573,0.2269493979549715,0.3021928004969532,0.3567519340536696,0.4174131413582274,0.4880731415160482,0.5652430169088121
vl,verylow,VLLO,1986,0.1919425438533559,0.2758565760731025,0.3412683237838075,0.399890167919419,0.4545683050911533,0.5161999766862467,0.6036926844845795
vl,verylow,VLLO,1987,0.2176165742551734,0.3111188073806211,0.3770470554569637,0.4299432872215554,0.486068774518369,0.5554746294262543,0.6408351870783792
vl,verylow,VLLO,1988,0.2255013054777296,0.3341140112001271,0.4034094112397678,0.4592444737064017,0.5077726069868379,0.5834802728941376,0.6671348271256329
vl,verylow,VLLO,1989,0.2823307280600111,0.3633839959092782,0.4334607697491495,0.48992565846162,0.5381403074065317,0.612021821061839,0.6971840975015922
vl,verylow,VLLO,1990,0.2971693540863506,0.3873270988733406,0.4553708515951012,0.5093541732783282,0.56313947718102,0.6357327556822884,0.7275520056160679
vl,verylow,VLLO,1991,0.3404449151669941,0.417758294148816,0.4850089545234227,0.5400988913477942,0.5924049857308061,0.6608266883870381,0.7503543582548466
vl,verylow,VLLO,1992,0.2886632626171052,0.3772299950045187,0.4383673190051373,0.493156165541187,0.5425662822934633,0.6143543353951634,0.709332908887028
vl,verylow,VLLO,1993,0.1917878939627366,0.269042621669652,0.335560435692892,0.388523171450516,0.4432624363469838,0.5217411616453154,0.6103101326458789
vl,verylow,VLLO,1994,0.2223741653147726,0.2971311908779359,0.363339974250334,0.4129959474457188,0.4623387075111034,0.5468554428911481,0.6265006918235124
vl,verylow,VLLO,1995,0.2821272813119511,0.3698152700960539,0.4318047586994544,0.4900057359062703,0.5445038336596963,0.6139111373815382,0.7114288122316328
vl,verylow,VLLO,1996,0.3480614308870701,0.4385084244958803,0.5024521729320461,0.5583256841558643,0.6103327984876616,0.6807694587623598,0.7727761561414188
vl,verylow,VLLO,1997,0.4067591552051391,0.4960450169380665,0.5578749232719244,0.6110209637738551,0.6700503453673171,0.7439652537307627,0.8164502888899989
vl,verylow,VLLO,1998,0.4305295284375158,0.5236643201599896,0.575276626212624,0.6375823959707276,0.6869436489808627,0.7580624909133304,0.8491690354074644
vl,verylow,VLLO,1999,0.4463818815242802,0.5360098290979882,0.6015145188806607,0.6575858177850407,0.7156911727945185,0.7818219780488648,0.8765935869497344
vl,verylow,VLLO,2000,0.4986578781027879,0.5850047765838737,0.6441772579269186,0.6975337673011887,0.7537889990402753,0.8124137078123322,0.904279359273025
vl,verylow,VLLO,2001,0.542808546749112,0.6185936804731987,0.6836362405011747,0.7428457463731046,0.7944677151620542,0.8603390799063924,0.9508607016930646
vl,verylow,VLLO,2002,0.588108046345479,0.6564886413061449,0.7250046878115218,0.7795012270970763,0.8267529928537579,0.8947681952913624,0.9753598904611748
vl,verylow,VLLO,2003,0.5964134496649212,0.6742187169256635,0.7335509887835715,0.7859292880252345,0.833773546990253,0.8981506080085898,0.9781953086001728
vl,verylow,VLLO,2004,0.5865842020381883,0.6777520827500173,0.747499552270506,0.7966603229881755,0.8462278130915903,0.9111146744476972,0.9882412211994104
vl,verylow,VLLO,2005,0.6267786223732205,0.707274052319524,0.7614585137867661,0.8109687801062269,0.8616594147111124,0.924291746946075,1.009104842004033
vl,verylow,VLLO,2006,0.6399186329660835,0.7134372398456339,0.7757575215572053,0.8290101705245473,0.8756365716229126,0.9409297676631122,1.0265572585867828
vl,verylow,VLLO,2007,0.6453330119423243,0.725621536511662,0.7944880048909546,0.8441279786239287,0.8930082777950689,0.9597392477501104,1.035687647098617
vl,verylow,VLLO,2008,0.6559074930131895,0.7442234876772944,0.8112936348099449,0.8614323961477883,0.9075531035019953,0.9778777172811468,1.0514032919667338
vl,verylow,VLLO,2009,0.6879464998676191,0.7702703655986523,0.8348426630715403,0.8869688676425717,0.935783516090996,0.9968116409576128,1.0886716102424072
vl,verylow,VLLO,2010,0.7048314720782887,0.7958745397329436,0.8625605837597337,0.9152907068216288,0.9656058691077972,1.0282785701581834,1.1051771293352248
vl,verylow,VLLO,2011,0.7124287294812347,0.8182374005304803,0.8875402457193095,0.9417428009821116,0.9882639805999216,1.0559857455818649,1.1344913890601362
vl,verylow,VLLO,2012,0.748437838668243,0.8496464787862038,0.9061524851078726,0.9604239079877112,1.014333564654006,1.0728196780067634,1.1572421634147505
vl,verylow,VLLO,2013,0.7861113943588848,0.8605428802060382,0.9234002958536888,0.9753383656258076,1.0308847221941373,1.089436494823319,1.1719937063400323
vl,verylow,VLLO,2014,0.7938992935587745,0.901303424394812,0.9612670220605424,1.0194485064651773,1.0664961956057553,1.1283450063615488,1.2082115690425743
vl,verylow,VLLO,2015,0.824391722398946,0.9138806243649896,0.9863886821946454,1.0453646540368362,1.092553766592674,1.1539628121310856,1.2342487965494282
vl,verylow,VLLO,2016,0.8513634791586363,0.9445716772855908,1.014794531296738,1.0687442748767524,1.1202420895150047,1.1802991556944198,1.279370786686972
