scenario,short,year,p5,p17,p33,p50,p66,p83,p95
medium-overshoot,ML,2490.0,0.3701590833347362,0.4665085599467487,0.5536003307685018,0.6343996117788683,0.7264382315020085,0.8768961534130769,1.073192016649047
medium-overshoot,ML,2491.0,0.3585839878942612,0.4683866926940585,0.5468968811038537,0.630153652445697,0.7207790861867452,0.8667239930620472,1.087597619139433
medium-overshoot,ML,2492.0,0.3559662607083842,0.465911757215635,0.547029078843873,0.6333650915966865,0.7220282779658199,0.8496678718259266,1.0810875582587052
medium-overshoot,ML,2493.0,0.35906386194171136,0.4618436582680942,0.5479154421695819,0.6352452507177941,0.7325153283026389,0.8698570902147157,1.0937984057496313
medium-overshoot,ML,2494.0,0.35757365698420646,0.4715270465575389,0.5475056020384036,0.6345809815296944,0.7326174126569787,0.8638737613231808,1.0836530955793007
medium-overshoot,ML,2495.0,0.36305193328881047,0.45905829297440626,0.5448422597694917,0.6420564803018454,0.727684277850485,0.8739618649185266,1.0868533604129076
medium-overshoot,ML,2496.0,0.3559656452219785,0.4576935790990275,0.5406120142048778,0.6374543136078098,0.7352155519307987,0.8747613031171985,1.1042656250004288
medium-overshoot,ML,2497.0,0.35942832873802955,0.4583546132388878,0.5382256894473814,0.6340109502392283,0.7281439720430616,0.8885214236121489,1.0832474449355227
medium-overshoot,ML,2498.0,0.3546937255217833,0.45856824381109074,0.5396934982811602,0.628714025194128,0.7309991807133246,0.8750353106042724,1.0927702008570719
medium-overshoot,ML,2499.0,0.34448071377220946,0.46154986617383054,0.5478270458919863,0.6248402550723827,0.7305619923728804,0.864154609630545,1.0493218098033625
medium-overshoot,ML,2500.0,0.34678832972707035,0.4570718035716995,0.5495072188115041,0.6360031677357953,0.7307870082062796,0.8864455084442551,1.08711482451162
medium-overshoot,ML,2501.0,0.35852220316515865,0.459984715074213,0.5483183956693594,0.621904380840839,0.7129387533044945,0.880674907861465,1.0810220748624253
low,L,1750.0,-0.06145554960093431,-0.034896936429715926,-0.018295214815376288,-0.004735450602732081,0.008157523048063121,0.024785230425128757,0.05045641587145824
low,L,1751.0,-0.15904593886645593,-0.08638050104720064,-0.03792366162985971,-0.0027074510361946766,0.0316489797751062,0.08142343031519357,0.13970833444537217
low,L,1752.0,-0.1533898106141891,-0.09045333607540806,-0.041061890985091186,-0.0009228712446998771,0.034759051500551204,0.08100468613305602,0.1514587535390954
low,L,1753.0,-0.16835356392889628,-0.09670172115908685,-0.044498700446575355,-0.0040056357320740685,0.033848677960243004,0.08860005916645886,0.18613710176771456
low,L,1754.0,-0.18001564670242545,-0.09575429513257218,-0.038896384817036056,0.0033262003761826836,0.04078257495811429,0.09466535798177106,0.1725134370609597
low,L,1755.0,-0.16364956013535253,-0.09867734072900976,-0.04179829264502712,0.0011996850504047097,0.040269694075443105,0.090899763013993,0.16836830473213993
low,L,1756.0,-0.1798300764109753,-0.101721653974393,-0.051609266285972774,-0.005695314432520873,0.03460735335734901,0.0915324384426881,0.16671978546470356
low,L,1757.0,-0.15912826416225867,-0.09637184485699515,-0.04538899523805821,0.001752553550912573,0.04104506795034364,0.0876625105340148,0.1597841510094535
low,L,1758.0,-0.17011631888677625,-0.09248601470311703,-0.041856099040776806,0.002149150412867812,0.0404270284392947,0.09497744914681597,0.1841938083774722
low,L,1759.0,-0.1659565880418652,-0.0897365441720844,-0.044798814653763175,-0.004375310319709199,0.038580803487971715,0.09436902425637243,0.16229025395931038
low,L,1760.0,-0.17712075954100562,-0.09479387760452886,-0.042589008903893104,0.0007556718918060347,0.03736697854847021,0.09132940273818344,0.1638187113428119
low,L,1761.0,-0.1690423866951435,-0.09135249307807809,-0.042162855371239885,-0.004991990673789252,0.030463852937201354,0.08511191142355248,0.16148380668877835
low,L,1762.0,-0.18582663676078265,-0.10964968350587236,-0.0521636871696915,-0.009570963130130585,0.03694544129006859,0.09075940213748404,0.15126730423966406
low,L,1763.0,-0.17815967973899896,-0.09710714058201259,-0.04900012018218945,-0.0019063999422822032,0.03922906995805869,0.09393812520454196,0.1863803134317173
low,L,1764.0,-0.17414958964150842,-0.09154655660136048,-0.03795049078163298,0.0029275577205000597,0.034853609952490414,0.08719027910570572,0.18206571278915082
low,L,1765.0,-0.17492790123999472,-0.10062197440230733,-0.04092070716924046,-0.001830520920383355,0.03162856452684089,0.09001062780502637,0.1623686953750424
low,L,1766.0,-0.1921122562520786,-0.10962218161102198,-0.05241029210380821,-0.011584922124776374,0.026706993956415705,0.08922558136144268,0.16357451265433606
low,L,1767.0,-0.16748155972294435,-0.09915360847661797,-0.049434991060672784,-0.0071101101078690915,0.02736543289647952,0.09091395963419631,0.17052183893078676
low,L,1768.0,-0.1836421917455269,-0.10286057883944671,-0.052684201393541574,-0.010209359212417161,0.035904762100147446,0.09671755873145882,0.16617218411805357
low,L,1769.0,-0.18622480942423317,-0.11003800161240855,-0.05661117313655334,-0.008357672572085854,0.03601753262841657,0.09061008444473975,0.17020376603422174
low,L,1770.0,-0.1727725909662366,-0.09706292315745534,-0.04904214133297597,-0.008544388663803915,0.03366648927705902,0.08500546998015766,0.1779163518710351
low,L,1771.0,-0.18500680679680054,-0.10345697033871198,-0.04971437039618109,-0.0059623797146969235,0.03609509533527642,0.09420216729079148,0.17284904149143504
low,L,1772.0,-0.17051911980637874,-0.09274906927603242,-0.04411409129878027,-0.0017928873619980912,0.03390214558673654,0.08219882440158728,0.1610346942745144
low,L,1773.0,-0.17138343812208998,-0.0966347179118048,-0.05096264959627484,-0.0019098118170953228,0.0369459442206579,0.08327256211584767,0.1631639832477675
low,L,1774.0,-0.1746694682501072,-0.09898086835154635,-0.04165519478063434,-0.003947267333629684,0.034835074488816016,0.09269897533119231,0.17273199110125242
low,L,1775.0,-0.1591887545423818,-0.09227236427890377,-0.040943413292597895,-0.002185533750674675,0.03225658985342669,0.08528411700369085,0.15206024285158823
low,L,1776.0,-0.17630643114283065,-0.0967159875945331,-0.03918044728532275,-0.006033489125290184,0.03230230808174343,0.08630913961860588,0.16644644794859487
low,L,1777.0,-0.1879755497216688,-0.10135684792359456,-0.051550402360303185,-0.004608895541525762,0.03707089236979677,0.09922068235274671,0.17199334416256593
low,L,1778.0,-0.17506032158557513,-0.0942408215398326,-0.039654672487342224,0.0013372271518951612,0.037284610515788255,0.09782319104623022,0.17883022829255152
low,L,1779.0,-0.17756079557561485,-0.08997389669760855,-0.04328108494815326,-0.0022696273286931887,0.03917595913962473,0.09245870257649776,0.1858643004544078
low,L,1780.0,-0.1707929823919732,-0.10121668033636476,-0.051984587332261536,-0.00983666065063039,0.02937820108141564,0.09123627962525466,0.175376101443317
low,L,1781.0,-0.17116459871222175,-0.10111291332018378,-0.0490562143913531,-0.007812086391673037,0.03144016437903358,0.09339345534612148,0.16620761791512356
low,L,1782.0,-0.19018325769611188,-0.10467993440602348,-0.05085621172231331,-0.00835707782731938,0.03296842469908506,0.08857778504902493,0.16902684492477796
low,L,1783.0,-0.18898873423406576,-0.1010141933412717,-0.05055547890060949,-0.006898221392434513,0.030469894816871037,0.09393882000074359,0.16444588218105294
low,L,1784.0,-0.18556505628806966,-0.10305165963905966,-0.048783847153628365,-0.0014011722632486668,0.03555537501608855,0.09634887895682989,0.17086774685129902
low,L,1785.0,-0.18539444921453888,-0.10007133329827123,-0.04950816129901076,-0.00794310884072574,0.033687044615184854,0.0848932937209838,0.15626626880969563
low,L,1786.0,-0.18870374355187575,-0.10041102065888162,-0.045092433330084315,-0.001805799216165492,0.03734833188584647,0.09108049846045327,0.15427248124859194
low,L,1787.0,-0.17743767112560252,-0.10093610179211734,-0.04820611430301491,-0.002172325694041142,0.03708668830785437,0.09767112579154243,0.16603343019807376
low,L,1788.0,-0.17326266007240718,-0.10541460881809725,-0.047486728507695045,-0.0030725899742274215,0.038995028115224456,0.09396147573283663,0.1725863845960185
low,L,1789.0,-0.17505786768587703,-0.10147178513347162,-0.04756307024405574,-0.005007423132968737,0.03774110858418707,0.10307113757902417,0.1717994877004123
low,L,1790.0,-0.18205417946211858,-0.09588649004955138,-0.04717915619005838,-0.003823139285487477,0.03659769016577614,0.09930587612122693,0.16901403506058077
low,L,1791.0,-0.16726105630448898,-0.09834173270268613,-0.040579322687883466,0.0028132147174144695,0.03907703959109807,0.09872984446394477,0.17041680273565363
low,L,1792.0,-0.18801259862390635,-0.10987727993367179,-0.04804277127172875,-0.00069523039291201,0.0351198046943395,0.09589516154176247,0.16481537805684793
low,L,1793.0,-0.17597591553667552,-0.10306960005119088,-0.05231295552000664,-0.0015462483971152036,0.03984839708753508,0.0865652805746166,0.1809185462594256
low,L,1794.0,-0.18895227549719187,-0.10274869937247129,-0.04480402097620828,-0.0022791013246950716,0.04136999307530658,0.08840290761177198,0.17136053102403753
low,L,1795.0,-0.1676688057653089,-0.09945187812480397,-0.04793259533861565,-0.00578563890832447,0.03069019035025244,0.09228875330214628,0.16409009661940271
low,L,1796.0,-0.17554970115902374,-0.10167753718616161,-0.04890822640517283,-0.012221120815217857,0.027527334068186984,0.0850213121576721,0.15963407751439115
low,L,1797.0,-0.18754277065300332,-0.10406271592432252,-0.050597245600674065,-0.004473266511946671,0.03660535786582024,0.09079160347568008,0.16917754755492964
low,L,1798.0,-0.18398977992283116,-0.11138078460615009,-0.05746258681675716,-0.013304304402619163,0.027180848626440126,0.09235226654857444,0.1650119178750898
low,L,1799.0,-0.18256403958133388,-0.10477091192769218,-0.04682038571021653,-0.005254664117745465,0.03451946561612318,0.09417658706955528,0.16718839228577778
low,L,1800.0,-0.19236890745929774,-0.10824489947565286,-0.051855468198293266,-0.006910964463480662,0.03283629142189165,0.09320553294928108,0.1606730632987478
low,L,1801.0,-0.1782738589148815,-0.09983547590418576,-0.04880691307114514,-0.012076145789072254,0.02794049837127459,0.08619631930936632,0.16552548246754847
low,L,1802.0,-0.17938200969203288,-0.10386585404063811,-0.05153246021658885,-0.010238057152402988,0.03317517074331546,0.08195297711627456,0.16464643766343193
low,L,1803.0,-0.17348686489494133,-0.10402884839237127,-0.05292806225718959,-0.011296343201118017,0.027278612692008784,0.08371702488573705,0.16357496983122657
low,L,1804.0,-0.16501828643689226,-0.0994867540862563,-0.05195281733658444,-0.009938380377253073,0.029548920794908895,0.08532383580900327,0.15360515568215863
low,L,1805.0,-0.18179922900241932,-0.1096285756638855,-0.06093488788414246,-0.015272285718724878,0.023111390325862836,0.07910151299574757,0.14635333784107007
low,L,1806.0,-0.1825616129817357,-0.11457021147250704,-0.06137420861270719,-0.02280404217995688,0.018036322399893417,0.08189755423422294,0.15372747700839412
low,L,1807.0,-0.18972749501554767,-0.10883529486216852,-0.05703408724871849,-0.012364109805733672,0.02608213431169915,0.0765343147411658,0.15537645597489813
low,L,1808.0,-0.20518788803178617,-0.11336731808320046,-0.061071651751500686,-0.01568218302994699,0.030162178356785467,0.08761617623365697,0.16388064625252682
low,L,1809.0,-0.18663841095208786,-0.10649155365679243,-0.057398246337671766,-0.012757704925856022,0.027432061964027678,0.08066314690399838,0.14982099896517354
low,L,1810.0,-0.18256855712925807,-0.10451420263087335,-0.047691843732299004,-0.005998291852700272,0.03175770194034276,0.08148260694057988,0.16955833099831402
low,L,1811.0,-0.18180352165421765,-0.09885286860036754,-0.04573054282802689,-0.008184688885854684,0.03478171379822446,0.08803990587783982,0.1734156218183199
low,L,1812.0,-0.17041135900435322,-0.09438606559958863,-0.04293003284191147,-0.003475693377571698,0.034680733818720264,0.08963259896162473,0.17390629338585048
low,L,1813.0,-0.18824675155925485,-0.09547871195402886,-0.0474350890117851,-0.006979972044935986,0.029981933367565092,0.08389426781763462,0.1786783384812837
low,L,1814.0,-0.17761017030108203,-0.09918821948407433,-0.05038814185080718,-0.015182832777937465,0.030556263515202613,0.08140161931848414,0.1676862768453814
low,L,1815.0,-0.1926462479321678,-0.104154979689133,-0.05276220514334616,-0.008544719503102795,0.032316947381414315,0.08823456622411581,0.1537355392798416
low,L,1816.0,-0.18157324771178396,-0.10118604164427761,-0.0483667364659069,-0.007224857306164987,0.03243816808113706,0.0909656567277852,0.1750936618001972
low,L,1817.0,-0.18857657655915125,-0.09979049855443721,-0.052600950082639035,-0.004985935645681457,0.03225189367968243,0.09133885728206212,0.1771641330513788
low,L,1818.0,-0.17416731030034321,-0.09609659578949795,-0.04338848847514725,-0.0018558916267631398,0.03600470858791295,0.08448829151480279,0.17416118737080383
low,L,1819.0,-0.17706316965446106,-0.1037922591085562,-0.04721427202036451,-0.005909680846921506,0.029266984409369364,0.09150066947390384,0.16875746832361593
low,L,1820.0,-0.1856252946137864,-0.10125532278448701,-0.04697778029190775,-0.0038730640215298923,0.03638418070032241,0.0918211102928717,0.16367572444156248
low,L,1821.0,-0.18634239693892163,-0.10336249632863478,-0.0482585528992715,-0.003203294305470612,0.03000512240569466,0.07864774835036645,0.1642077464986179
low,L,1822.0,-0.1721257224133121,-0.09376269405703976,-0.04694730750582196,-0.004939034894314593,0.03182652587587327,0.08746421892498014,0.1643248550104856
low,L,1823.0,-0.177333861854776,-0.09442824093344018,-0.04401921827690889,-0.0029655654730105924,0.03642242355811681,0.09488514669994444,0.1603507846786285
low,L,1824.0,-0.1801086930020913,-0.0970580044266635,-0.04795748932127107,-0.001442464775743192,0.04215113375025851,0.10041481641675158,0.17523588106108448
low,L,1825.0,-0.17721723513432366,-0.10038440001778363,-0.05195157675146759,-0.005429485717183387,0.031799315047514334,0.0949581385244759,0.18587144721042698
low,L,1826.0,-0.18108634037165214,-0.09383655676181886,-0.04386410041103912,0.0028992566424025958,0.04088865595810628,0.09087643217139432,0.18046401634196188
low,L,1827.0,-0.1836446170759231,-0.10093185222343275,-0.044861029292862314,-0.004038707967759889,0.03267804356081182,0.08249663861256061,0.15549884372945627
low,L,1828.0,-0.18842986640678672,-0.10213397602893927,-0.0463776351841716,-0.0010825774841291477,0.03361006355158009,0.08897236564256247,0.16221288152588825
low,L,1829.0,-0.1799297043346422,-0.10297776142269897,-0.04727106329594327,-0.00604909809666083,0.03131321145737648,0.08185627630542955,0.16366192638285404
low,L,1830.0,-0.17164540588468463,-0.09997273021534386,-0.047885399948136585,-0.007634264471435899,0.033564966365358787,0.0920162132514968,0.1652593576461115
low,L,1831.0,-0.16998354504503022,-0.0982115325363514,-0.04447225376080349,-0.008138216823638364,0.030393008281404465,0.08581311345601164,0.15663026484685283
low,L,1832.0,-0.18645721279297955,-0.0958882471668895,-0.04858508105998523,-0.0013809583189055702,0.033485048009177586,0.08605837065040438,0.17967322804067287
low,L,1833.0,-0.16819498450852882,-0.10276275127483951,-0.047566258139166255,-0.004266946318802272,0.03847748027522519,0.0930220437422563,0.18606487437286354
low,L,1834.0,-0.16880041644037486,-0.0967752129908196,-0.04057290169379547,0.00043750257302033885,0.03594147458386958,0.08993067130058206,0.16445611013844985
low,L,1835.0,-0.1855418941631273,-0.0951828778591188,-0.04681036655367851,-0.003314522128362342,0.03340785810742502,0.08632771212521048,0.16062229740501338
low,L,1836.0,-0.17618470169968653,-0.09042858535981253,-0.04027602223406121,-0.0036877649678812296,0.03954761097636803,0.09182451632646703,0.16478585873330628
low,L,1837.0,-0.17518728830446725,-0.10305468647985883,-0.0459972383374351,0.004888636611023137,0.04149737757866948,0.08742277743654395,0.15503420741787988
low,L,1838.0,-0.1777652924699046,-0.09046718670533119,-0.03864920714753637,0.00047966663902301865,0.043796737089309715,0.09537005602213677,0.16079593018189
low,L,1839.0,-0.17594975535125798,-0.09938970046944604,-0.042724056014023945,0.0027543287910691897,0.041248534198676634,0.09890174227603271,0.18231859387151242
low,L,1840.0,-0.17385937189976725,-0.10090205218620657,-0.042522852451938715,-0.0027834829033084874,0.03528775318785257,0.09687637029215432,0.17949733826376618
low,L,1841.0,-0.16438325608158927,-0.09854924337315042,-0.052124812289076616,-0.010798412941499257,0.029272445419313002,0.08622522607874383,0.17349833439641527
low,L,1842.0,-0.17208998499512754,-0.10383354349331422,-0.04496173183648374,-0.0053046682513881865,0.03540835902643852,0.09517043039073704,0.17065509967206863
low,L,1843.0,-0.17854039006705025,-0.09372384423234502,-0.045388988683290166,-0.0038541779481997968,0.033150378905342795,0.08479604591863188,0.15470552487216782
low,L,1844.0,-0.1699012081993518,-0.09796908551662961,-0.03977408200465144,-0.0011901871489030207,0.035336142749371864,0.08702538828276457,0.16860331128104333
low,L,1845.0,-0.16749375792713803,-0.09205410270090818,-0.04388716124285652,-0.006785884687487734,0.03941040933091251,0.09418677411546177,0.1701151078215032
low,L,1846.0,-0.17015182481908828,-0.09826159219310522,-0.04694071310435805,-0.00752831220001186,0.03194819992883072,0.09497276978889635,0.17410928258300584
low,L,1847.0,-0.17520518316805694,-0.09713326462471758,-0.038661467810478224,-0.0035329930727051387,0.035931709313924434,0.08608192510853296,0.17330501178636704
low,L,1848.0,-0.17212099140661113,-0.09051732132811367,-0.0451328583605077,-0.0047077503342249655,0.03303292170054787,0.09131585316123472,0.16162056087072918
low,L,1849.0,-0.17607254356542484,-0.09197539686547195,-0.04323404866049882,-0.005231410984703186,0.03487642045939107,0.08689663976729868,0.14654878879971278
low,L,1850.0,-0.1563425885930259,-0.09816374902691967,-0.04491809808610856,0.0003670215249079664,0.03667439172707265,0.08572207859239665,0.1654401205024972
low,L,1851.0,-0.16850600737292695,-0.09061631588251252,-0.037516889032719436,-0.0004406009210319098,0.03520541654543242,0.08990178830805146,0.15570416512074645
low,L,1852.0,-0.16008038253570978,-0.08499220920218689,-0.0410585390504006,-0.004604796397331955,0.034259575824298005,0.08455740694860302,0.14802997095725867
low,L,1853.0,-0.15488520367718756,-0.0880479870518304,-0.047319567957488345,-0.00774837728685247,0.028691399128413734,0.08378326564939427,0.1655810463470745
low,L,1854.0,-0.16304825830397243,-0.09600344755972894,-0.05219257001326623,-0.007971375083552182,0.03121070944955517,0.07973379258713002,0.15417264360642924
low,L,1855.0,-0.16497747533612,-0.08937203845106162,-0.04605828236093457,-0.011090867450443541,0.024958720505581507,0.07264651151345945,0.15617374838847192
low,L,1856.0,-0.17365078538880208,-0.09510126882155298,-0.04699092463819763,-0.005950754811043395,0.030215653163959157,0.07663664752229538,0.16039763667779092
low,L,1857.0,-0.17233855436359685,-0.09052293269220868,-0.04253811265476326,-0.0036288343788527027,0.02781152844196173,0.08349772077454994,0.1597737121074728
low,L,1858.0,-0.1704393776080266,-0.09956758729776415,-0.047876965604942805,-0.002788166733082965,0.032657973745075584,0.08641700344979458,0.15517237569923115
low,L,1859.0,-0.16205855728699847,-0.08727197216606823,-0.039656693571141245,-0.004673140273968764,0.03155692961964367,0.08868527521326133,0.1431868456781761
low,L,1860.0,-0.15250430656742245,-0.0892919523210545,-0.0430038483907071,-0.007081878894321863,0.026726695313138184,0.07387953392784201,0.13181750301030126
low,L,1861.0,-0.15752066763820477,-0.08650255049756815,-0.04154863865171544,-0.004320033499526633,0.030229057941102335,0.0847780250514146,0.1556210543964136
low,L,1862.0,-0.15895552140474067,-0.09375759847312157,-0.03940499109451427,-0.004309487419414754,0.02945233418603456,0.08599899442415193,0.1633473277445696
low,L,1863.0,-0.15345680191602876,-0.08604109103384625,-0.03768467363371807,-0.0009268354955688854,0.030752566610817388,0.07728137832427229,0.15141995459990054
low,L,1864.0,-0.15570479624310482,-0.08980811740013284,-0.04338933338447052,-0.007433310468755535,0.02765323580071055,0.07802618683352301,0.14719332927080353
low,L,1865.0,-0.15530821363727088,-0.0864164479528142,-0.03887072599499829,-0.002311632212354763,0.027329429369418543,0.08020396319793499,0.14727179901122928
low,L,1866.0,-0.14411767076009654,-0.0794754257084553,-0.03503246737006753,0.003382929473662466,0.03770488678291112,0.09210921758530452,0.1522497048360481
low,L,1867.0,-0.15467790031546252,-0.09130255481292292,-0.035043171256214964,0.0019003304224221168,0.04162452580886774,0.0875420367956108,0.16571184597632516
low,L,1868.0,-0.15503162315247246,-0.08404030964965117,-0.04025229071070981,-0.0033004931258559748,0.030655002486610204,0.08355527580596667,0.15189685696155755
low,L,1869.0,-0.1576527679781612,-0.08686798196353654,-0.041076936022951566,-0.001994096210320262,0.029928418036480834,0.0811203446032646,0.15494025874300027
low,L,1870.0,-0.16113357419520244,-0.09121602621130001,-0.04625774674302553,-0.005212373578054066,0.030441740869487928,0.07890163788375444,0.14615853433335785
low,L,1871.0,-0.17090132277868997,-0.0954391307259203,-0.04556183391429541,-0.009451576519692154,0.030086537476050026,0.07727049554386381,0.1398648227130082
low,L,1872.0,-0.1503160696440305,-0.09543462841735266,-0.04440954112603731,-0.005255875512174768,0.03291469736829856,0.08325226496981711,0.14238300058076603
low,L,1873.0,-0.14699149165558514,-0.08892724991279762,-0.04219864838162072,-0.006125724586484707,0.026683840978332655,0.07818971233822407,0.145116321097147
low,L,1874.0,-0.1471393725890461,-0.09027571688380377,-0.03921568470582369,-0.002626189652764531,0.03562420497770594,0.08247900525386113,0.15173369875044304
low,L,1875.0,-0.16225067718653577,-0.09055209956079477,-0.04500390570374373,-0.0002274262607593648,0.03809599626993686,0.08760965566771033,0.15448530618802223
low,L,1876.0,-0.15036352626023472,-0.08485633007533203,-0.03416817068386534,-0.00017002154593818292,0.03820046917422324,0.08276095078485676,0.1427401808450655
low,L,1877.0,-0.1596816889971977,-0.08579375356238585,-0.032712787050607435,0.00416902269528941,0.03826910778384393,0.08333048639329063,0.14530285771892631
low,L,1878.0,-0.1586026723909687,-0.08546452077489583,-0.03798298069513359,0.0060544847130797885,0.04571828593886768,0.09134243795195197,0.16655673449364106
low,L,1879.0,-0.14949575324212372,-0.08671228250905784,-0.039830355460574875,0.003972147617434377,0.034490798137300945,0.09078062623260046,0.15827546381589738
low,L,1880.0,-0.14099064848204687,-0.07646309979513845,-0.03356126999686339,0.0008355125913976809,0.036552521769978134,0.08889379645784136,0.15834156584093748
low,L,1881.0,-0.142305975104909,-0.08393818165679263,-0.036009471654226015,0.003264876455103106,0.035986726952999544,0.08186228984900441,0.1468331129193597
low,L,1882.0,-0.1485874663134698,-0.0839742769314712,-0.03867901788080884,-0.0006400445070576244,0.03417645255789248,0.08172346949362815,0.15520618898813368
low,L,1883.0,-0.1672713904550211,-0.0860536150644129,-0.039952803909414226,4.972586215280968e-05,0.03474709427068762,0.08513859670286852,0.14831259655989976
low,L,1884.0,-0.16271075255683495,-0.09099139806174454,-0.03704641916443683,0.0008497001925239465,0.03911331960115142,0.08830540282720883,0.15309470606391748
low,L,1885.0,-0.1673884227507082,-0.09528414783370981,-0.04035374332936459,0.0004712240367411927,0.03721619002197655,0.08384023799020596,0.16717422620462474
low,L,1886.0,-0.141932157362045,-0.07719942689302554,-0.02842245040989981,0.008536436412165579,0.03823019669968735,0.08718285302093015,0.1669893033770182
low,L,1887.0,-0.14814801208931214,-0.08294786346949377,-0.03303915161051794,0.007035845729290644,0.03916750003346251,0.08915027300230424,0.15684435296868485
low,L,1888.0,-0.152593434208923,-0.0865870845842896,-0.03764925006545266,0.004588112272776394,0.04012684685471343,0.08829676948793139,0.1717694660869787
low,L,1889.0,-0.13999837519681663,-0.07875383448773672,-0.030009670575586105,0.005246376220962898,0.03962831629034832,0.08559629699040877,0.14390203183663597
low,L,1890.0,-0.1441962583555549,-0.08132942068102518,-0.032710963574848824,0.004886726530772068,0.03856609018876962,0.08656622167688494,0.1652296081784784
low,L,1891.0,-0.14292679658537905,-0.07916856507304224,-0.03407726875252953,0.006277555870756442,0.044448056008898645,0.09091082851820775,0.1591050616144265
low,L,1892.0,-0.142981959172639,-0.08296527551232753,-0.03567876657790172,0.0024555401497701537,0.036004704172957175,0.08807937455563451,0.15561429248731307
low,L,1893.0,-0.15673044581559947,-0.08245071860885979,-0.03903247750997176,0.002364317899179739,0.04299049955819697,0.09018276857308831,0.16437425394211108
low,L,1894.0,-0.1632418222985466,-0.08755773436403981,-0.03593068685373024,0.007116673269977003,0.044296687092789694,0.09384171461724865,0.15884374149423358
low,L,1895.0,-0.15560239033612994,-0.08047337377796489,-0.030677973333080942,0.007831254714706422,0.04212124091204068,0.0892790081369512,0.15341465652298114
low,L,1896.0,-0.14480901864358378,-0.07614486860703405,-0.03207692811868508,0.006862202798444579,0.04325115651127981,0.09702460287535246,0.16488827233064024
low,L,1897.0,-0.15536341713261764,-0.08888735100108242,-0.033808085437537605,0.005773912708570035,0.0397301210018901,0.09439288848521667,0.163914669889429
low,L,1898.0,-0.1501831157813878,-0.08048224210078929,-0.02598922467146943,0.014386585693324606,0.0492450994944508,0.09860268767081436,0.16978469846933175
low,L,1899.0,-0.15002668106341072,-0.07590768717187678,-0.02905370752050773,0.012015640222712329,0.05093421523762714,0.10260998705192727,0.16754453530199148
low,L,1900.0,-0.15482086529831537,-0.08251500950798692,-0.03350515022752008,0.00556411391726605,0.04468603330925367,0.09239898480540738,0.17724553447611358
low,L,1901.0,-0.14674129910794792,-0.08364939230150809,-0.0344537058654014,0.007054493882765175,0.044730420660119834,0.08857691373172713,0.15732740620820684
low,L,1902.0,-0.1533785235022767,-0.08309130801815683,-0.03394659131101208,0.006320212442373883,0.046015898738865926,0.10050250481716928,0.17278770081212913
low,L,1903.0,-0.1604147850926473,-0.08252405990130357,-0.037276262396722534,0.010259768522798885,0.05230537333312079,0.09599119663749077,0.18267940532780985
low,L,1904.0,-0.14969818222848827,-0.07658600306499681,-0.0267810713137702,0.014184180795222604,0.05498002084649799,0.10057091108632606,0.16656714357527458
low,L,1905.0,-0.15516522833155602,-0.07320956255675326,-0.025932878445286783,0.014137057189154412,0.05430780569326943,0.1038942912705892,0.1733324651485796
low,L,1906.0,-0.15400603428806492,-0.0750475446140454,-0.02042612638019957,0.016607045806288988,0.05534591843698816,0.09753175543133556,0.16867657126386135
low,L,1907.0,-0.14246983712064173,-0.0667096957163263,-0.017843353644223483,0.021734767738969395,0.058542714847106936,0.11034653938349116,0.17516191951700485
low,L,1908.0,-0.13967050165252806,-0.07023311798782772,-0.02270224978774532,0.016977675784727482,0.055089985211300235,0.10918739197676297,0.18569173468332426
low,L,1909.0,-0.14900141988020105,-0.0718213219713075,-0.01736233678862539,0.023484006969839294,0.06310471423340978,0.11669312733018916,0.18085033684987042
low,L,1910.0,-0.14446764597358341,-0.07450676547992956,-0.020134930892506373,0.023616623363013192,0.05923913625503107,0.10611033224438245,0.1772046672659295
low,L,1911.0,-0.1485162007498147,-0.06942852306021101,-0.024023312679571793,0.015879371709899094,0.049365411968593245,0.10138814108690802,0.1842856293199976
low,L,1912.0,-0.15079923418031974,-0.07400234989146465,-0.02179559313419617,0.02066225921832541,0.05997129024648796,0.11889672484285864,0.18268834917472918
low,L,1913.0,-0.13651881707787233,-0.07114511649503667,-0.012007460222719736,0.028128002837367314,0.06337040457016302,0.11112734010084793,0.18221090909818247
low,L,1914.0,-0.14497175009374377,-0.06382374522685846,-0.016825745785133746,0.01788603163920023,0.05619921371373122,0.11509240948919983,0.19955496364062345
low,L,1915.0,-0.13502247803746537,-0.06271376432305618,-0.01027000981890896,0.028418143393790538,0.06470889197439102,0.11841797358619417,0.20038391880724765
low,L,1916.0,-0.12975408078234987,-0.061408578854559054,-0.013906389934354554,0.029487683484327967,0.0645990821457367,0.11910313442044354,0.19912255780934426
low,L,1917.0,-0.13215064084146216,-0.05829981843949521,-0.014018209341610239,0.0220293367958962,0.06158144903484221,0.1141365686917911,0.19305581155260512
low,L,1918.0,-0.13061492621819526,-0.0580607985358008,-0.012688493379258089,0.0236230017412915,0.06651895133532669,0.12289979671651813,0.19383030239381566
low,L,1919.0,-0.12904282600097283,-0.06427766618209307,-0.006134991762753878,0.03271696468847548,0.07343049198202212,0.12264896970392158,0.18890084336426582
low,L,1920.0,-0.14074349278040096,-0.06750721604323491,-0.006326358405589491,0.03703535308637262,0.07008638558016957,0.12017900179377639,0.1967566452241123
