scenario,short,year,p5,p17,p33,p50,p66,p83,p95
high-overshoot,H,1843.0,-0.17854039006705025,-0.09372384423234502,-0.045388988683290166,-0.0038541779481997968,0.033150378905342795,0.08479604591863188,0.15470552487216782
high-overshoot,H,1844.0,-0.1699012081993518,-0.09796908551662961,-0.03977408200465144,-0.0011901871489030207,0.035336142749371864,0.08702538828276457,0.16860331128104333
high-overshoot,H,1845.0,-0.16749375792713803,-0.09205410270090818,-0.04388716124285652,-0.006785884687487734,0.03941040933091251,0.09418677411546177,0.1701151078215032
high-overshoot,H,1846.0,-0.17015182481908828,-0.09826159219310522,-0.04694071310435805,-0.00752831220001186,0.03194819992883072,0.09497276978889635,0.17410928258300584
high-overshoot,H,1847.0,-0.17520518316805694,-0.09713326462471758,-0.038661467810478224,-0.0035329930727051387,0.035931709313924434,0.08608192510853296,0.17330501178636704
high-overshoot,H,1848.0,-0.17212099140661113,-0.09051732132811367,-0.0451328583605077,-0.0047077503342249655,0.03303292170054787,0.09131585316123472,0.16162056087072918
high-overshoot,H,1849.0,-0.17607254356542484,-0.09197539686547195,-0.04323404866049882,-0.005231410984703186,0.03487642045939107,0.08689663976729868,0.14654878879971278
high-overshoot,H,1850.0,-0.1563425885930259,-0.09816374902691967,-0.04491809808610856,0.0003670215249079664,0.03667439172707265,0.08572207859239665,0.1654401205024972
high-overshoot,H,1851.0,-0.16850600737292695,-0.09061631588251252,-0.037516889032719436,-0.0004406009210319098,0.03520541654543242,0.08990178830805146,0.15570416512074645
high-overshoot,H,1852.0,-0.16008038253570978,-0.08499220920218689,-0.0410585390504006,-0.004604796397331955,0.034259575824298005,0.08455740694860302,0.14802997095725867
high-overshoot,H,1853.0,-0.15488520367718756,-0.0880479870518304,-0.047319567957488345,-0.00774837728685247,0.028691399128413734,0.08378326564939427,0.1655810463470745
high-overshoot,H,1854.0,-0.16304825830397243,-0.09600344755972894,-0.05219257001326623,-0.007971375083552182,0.03121070944955517,0.07973379258713002,0.15417264360642924
high-overshoot,H,1855.0,-0.16497747533612,-0.08937203845106162,-0.04605828236093457,-0.011090867450443541,0.024958720505581507,0.07264651151345945,0.15617374838847192
high-overshoot,H,1856.0,-0.17365078538880208,-0.09510126882155298,-0.04699092463819763,-0.005950754811043395,0.030215653163959157,0.07663664752229538,0.16039763667779092
high-overshoot,H,1857.0,-0.17233855436359685,-0.09052293269220868,-0.04253811265476326,-0.0036288343788527027,0.02781152844196173,0.08349772077454994,0.1597737121074728
high-overshoot,H,1858.0,-0.1704393776080266,-0.09956758729776415,-0.047876965604942805,-0.002788166733082965,0.032657973745075584,0.08641700344979458,0.15517237569923115
high-overshoot,H,1859.0,-0.16205855728699847,-0.08727197216606823,-0.039656693571141245,-0.004673140273968764,0.03155692961964367,0.08868527521326133,0.1431868456781761
high-overshoot,H,1860.0,-0.15250430656742245,-0.0892919523210545,-0.0430038483907071,-0.007081878894321863,0.026726695313138184,0.07387953392784201,0.13181750301030126
high-overshoot,H,1861.0,-0.15752066763820477,-0.08650255049756815,-0.04154863865171544,-0.004320033499526633,0.030229057941102335,0.0847780250514146,0.1556210543964136
high-overshoot,H,1862.0,-0.15895552140474067,-0.09375759847312157,-0.03940499109451427,-0.004309487419414754,0.02945233418603456,0.08599899442415193,0.1633473277445696
high-overshoot,H,1863.0,-0.15345680191602876,-0.08604109103384625,-0.03768467363371807,-0.0009268354955688854,0.030752566610817388,0.07728137832427229,0.15141995459990054
high-overshoot,H,1864.0,-0.15570479624310482,-0.08980811740013284,-0.04338933338447052,-0.007433310468755535,0.02765323580071055,0.07802618683352301,0.14719332927080353
high-overshoot,H,1865.0,-0.15530821363727088,-0.0864164479528142,-0.03887072599499829,-0.002311632212354763,0.027329429369418543,0.08020396319793499,0.14727179901122928
high-overshoot,H,1866.0,-0.14411767076009654,-0.0794754257084553,-0.03503246737006753,0.003382929473662466,0.03770488678291112,0.09210921758530452,0.1522497048360481
high-overshoot,H,1867.0,-0.15467790031546252,-0.09130255481292292,-0.035043171256214964,0.0019003304224221168,0.04162452580886774,0.0875420367956108,0.16571184597632516
high-overshoot,H,1868.0,-0.15503162315247246,-0.08404030964965117,-0.04025229071070981,-0.0033004931258559748,0.030655002486610204,0.08355527580596667,0.15189685696155755
high-overshoot,H,1869.0,-0.1576527679781612,-0.08686798196353654,-0.041076936022951566,-0.001994096210320262,0.029928418036480834,0.0811203446032646,0.15494025874300027
high-overshoot,H,1870.0,-0.16113357419520244,-0.09121602621130001,-0.04625774674302553,-0.005212373578054066,0.030441740869487928,0.07890163788375444,0.14615853433335785
high-overshoot,H,1871.0,-0.17090132277868997,-0.0954391307259203,-0.04556183391429541,-0.009451576519692154,0.030086537476050026,0.07727049554386381,0.1398648227130082
high-overshoot,H,1872.0,-0.1503160696440305,-0.09543462841735266,-0.04440954112603731,-0.005255875512174768,0.03291469736829856,0.08325226496981711,0.14238300058076603
high-overshoot,H,1873.0,-0.14699149165558514,-0.08892724991279762,-0.04219864838162072,-0.006125724586484707,0.026683840978332655,0.07818971233822407,0.145116321097147
high-overshoot,H,1874.0,-0.1471393725890461,-0.09027571688380377,-0.03921568470582369,-0.002626189652764531,0.03562420497770594,0.08247900525386113,0.15173369875044304
high-overshoot,H,1875.0,-0.16225067718653577,-0.09055209956079477,-0.04500390570374373,-0.0002274262607593648,0.03809599626993686,0.08760965566771033,0.15448530618802223
high-overshoot,H,1876.0,-0.15036352626023472,-0.08485633007533203,-0.03416817068386534,-0.00017002154593818292,0.03820046917422324,0.08276095078485676,0.1427401808450655
high-overshoot,H,1877.0,-0.1596816889971977,-0.08579375356238585,-0.032712787050607435,0.00416902269528941,0.03826910778384393,0.08333048639329063,0.14530285771892631
high-overshoot,H,1878.0,-0.1586026723909687,-0.08546452077489583,-0.03798298069513359,0.0060544847130797885,0.04571828593886768,0.09134243795195197,0.16655673449364106
high-overshoot,H,1879.0,-0.14949575324212372,-0.08671228250905784,-0.039830355460574875,0.003972147617434377,0.034490798137300945,0.09078062623260046,0.15827546381589738
high-overshoot,H,1880.0,-0.14099064848204687,-0.07646309979513845,-0.03356126999686339,0.0008355125913976809,0.036552521769978134,0.08889379645784136,0.15834156584093748
high-overshoot,H,1881.0,-0.142305975104909,-0.08393818165679263,-0.036009471654226015,0.003264876455103106,0.035986726952999544,0.08186228984900441,0.1468331129193597
high-overshoot,H,1882.0,-0.1485874663134698,-0.0839742769314712,-0.03867901788080884,-0.0006400445070576244,0.03417645255789248,0.08172346949362815,0.15520618898813368
high-overshoot,H,1883.0,-0.1672713904550211,-0.0860536150644129,-0.039952803909414226,4.972586215280968e-05,0.03474709427068762,0.08513859670286852,0.14831259655989976
high-overshoot,H,1884.0,-0.16271075255683495,-0.09099139806174454,-0.03704641916443683,0.0008497001925239465,0.03911331960115142,0.08830540282720883,0.15309470606391748
high-overshoot,H,1885.0,-0.1673884227507082,-0.09528414783370981,-0.04035374332936459,0.0004712240367411927,0.03721619002197655,0.08384023799020596,0.16717422620462474
high-overshoot,H,1886.0,-0.141932157362045,-0.07719942689302554,-0.02842245040989981,0.008536436412165579,0.03823019669968735,0.08718285302093015,0.1669893033770182
high-overshoot,H,1887.0,-0.14814801208931214,-0.08294786346949377,-0.03303915161051794,0.007035845729290644,0.03916750003346251,0.08915027300230424,0.15684435296868485
high-overshoot,H,1888.0,-0.152593434208923,-0.0865870845842896,-0.03764925006545266,0.004588112272776394,0.04012684685471343,0.08829676948793139,0.1717694660869787
high-overshoot,H,1889.0,-0.13999837519681663,-0.07875383448773672,-0.030009670575586105,0.005246376220962898,0.03962831629034832,0.08559629699040877,0.14390203183663597
high-overshoot,H,1890.0,-0.1441962583555549,-0.08132942068102518,-0.032710963574848824,0.004886726530772068,0.03856609018876962,0.08656622167688494,0.1652296081784784
high-overshoot,H,1891.0,-0.14292679658537905,-0.07916856507304224,-0.03407726875252953,0.006277555870756442,0.044448056008898645,0.09091082851820775,0.1591050616144265
high-overshoot,H,1892.0,-0.142981959172639,-0.08296527551232753,-0.03567876657790172,0.0024555401497701537,0.036004704172957175,0.08807937455563451,0.15561429248731307
high-overshoot,H,1893.0,-0.15673044581559947,-0.08245071860885979,-0.03903247750997176,0.002364317899179739,0.04299049955819697,0.09018276857308831,0.16437425394211108
high-overshoot,H,1894.0,-0.1632418222985466,-0.08755773436403981,-0.03593068685373024,0.007116673269977003,0.044296687092789694,0.09384171461724865,0.15884374149423358
high-overshoot,H,1895.0,-0.15560239033612994,-0.08047337377796489,-0.030677973333080942,0.007831254714706422,0.04212124091204068,0.0892790081369512,0.15341465652298114
high-overshoot,H,1896.0,-0.14480901864358378,-0.07614486860703405,-0.03207692811868508,0.006862202798444579,0.04325115651127981,0.09702460287535246,0.16488827233064024
high-overshoot,H,1897.0,-0.15536341713261764,-0.08888735100108242,-0.033808085437537605,0.005773912708570035,0.0397301210018901,0.09439288848521667,0.163914669889429
high-overshoot,H,1898.0,-0.1501831157813878,-0.08048224210078929,-0.02598922467146943,0.014386585693324606,0.0492450994944508,0.09860268767081436,0.16978469846933175
high-overshoot,H,1899.0,-0.15002668106341072,-0.07590768717187678,-0.02905370752050773,0.012015640222712329,0.05093421523762714,0.10260998705192727,0.16754453530199148
high-overshoot,H,1900.0,-0.15482086529831537,-0.08251500950798692,-0.03350515022752008,0.00556411391726605,0.04468603330925367,0.09239898480540738,0.17724553447611358
high-overshoot,H,1901.0,-0.14674129910794792,-0.08364939230150809,-0.0344537058654014,0.007054493882765175,0.044730420660119834,0.08857691373172713,0.15732740620820684
high-overshoot,H,1902.0,-0.1533785235022767,-0.08309130801815683,-0.03394659131101208,0.006320212442373883,0.046015898738865926,0.10050250481716928,0.17278770081212913
high-overshoot,H,1903.0,-0.1604147850926473,-0.08252405990130357,-0.037276262396722534,0.010259768522798885,0.05230537333312079,0.09599119663749077,0.18267940532780985
high-overshoot,H,1904.0,-0.14969818222848827,-0.07658600306499681,-0.0267810713137702,0.014184180795222604,0.05498002084649799,0.10057091108632606,0.16656714357527458
high-overshoot,H,1905.0,-0.15516522833155602,-0.07320956255675326,-0.025932878445286783,0.014137057189154412,0.05430780569326943,0.1038942912705892,0.1733324651485796
high-overshoot,H,1906.0,-0.15400603428806492,-0.0750475446140454,-0.02042612638019957,0.016607045806288988,0.05534591843698816,0.09753175543133556,0.16867657126386135
high-overshoot,H,1907.0,-0.14246983712064173,-0.0667096957163263,-0.017843353644223483,0.021734767738969395,0.058542714847106936,0.11034653938349116,0.17516191951700485
high-overshoot,H,1908.0,-0.13967050165252806,-0.07023311798782772,-0.02270224978774532,0.016977675784727482,0.055089985211300235,0.10918739197676297,0.18569173468332426
high-overshoot,H,1909.0,-0.14900141988020105,-0.0718213219713075,-0.01736233678862539,0.023484006969839294,0.06310471423340978,0.11669312733018916,0.18085033684987042
high-overshoot,H,1910.0,-0.14446764597358341,-0.07450676547992956,-0.020134930892506373,0.023616623363013192,0.05923913625503107,0.10611033224438245,0.1772046672659295
high-overshoot,H,1911.0,-0.1485162007498147,-0.06942852306021101,-0.024023312679571793,0.015879371709899094,0.049365411968593245,0.10138814108690802,0.1842856293199976
high-overshoot,H,1912.0,-0.15079923418031974,-0.07400234989146465,-0.02179559313419617,0.02066225921832541,0.05997129024648796,0.11889672484285864,0.18268834917472918
high-overshoot,H,1913.0,-0.13651881707787233,-0.07114511649503667,-0.012007460222719736,0.028128002837367314,0.06337040457016302,0.11112734010084793,0.18221090909818247
high-overshoot,H,1914.0,-0.14497175009374377,-0.06382374522685846,-0.016825745785133746,0.01788603163920023,0.05619921371373122,0.11509240948919983,0.19955496364062345
high-overshoot,H,1915.0,-0.13502247803746537,-0.06271376432305618,-0.01027000981890896,0.028418143393790538,0.06470889197439102,0.11841797358619417,0.20038391880724765
high-overshoot,H,1916.0,-0.12975408078234987,-0.061408578854559054,-0.013906389934354554,0.029487683484327967,0.0645990821457367,0.11910313442044354,0.19912255780934426
high-overshoot,H,1917.0,-0.13215064084146216,-0.05829981843949521,-0.014018209341610239,0.0220293367958962,0.06158144903484221,0.1141365686917911,0.19305581155260512
high-overshoot,H,1918.0,-0.13061492621819526,-0.0580607985358008,-0.012688493379258089,0.0236230017412915,0.06651895133532669,0.12289979671651813,0.19383030239381566
high-overshoot,H,1919.0,-0.12904282600097283,-0.06427766618209307,-0.006134991762753878,0.03271696468847548,0.07343049198202212,0.12264896970392158,0.18890084336426582
high-overshoot,H,1920.0,-0.14074349278040096,-0.06750721604323491,-0.006326358405589491,0.03703535308637262,0.07008638558016957,0.12017900179377639,0.1967566452241123
high-overshoot,H,1921.0,-0.13571025097671252,-0.05835955173797557,-0.006183037933783427,0.03173294901083344,0.06850714222575502,0.12233138551970946,0.2064241393595157
high-overshoot,H,1922.0,-0.14040330874488158,-0.05692828468923583,-0.006551537283560709,0.03273507863123891,0.07556751275580523,0.1297523134558561,0.2100436932423243
high-overshoot,H,1923.0,-0.12247984530950759,-0.04651628395913602,0.000691596654095103,0.04196830076770906,0.08114260946984336,0.13283840595665736,0.21092679817136076
high-overshoot,H,1924.0,-0.13144140520395206,-0.053895271930124035,-0.004760957803712648,0.03715405025254086,0.08503244310381576,0.14578796954804868,0.22062243714679405
high-overshoot,H,1925.0,-0.12450899290499513,-0.04317488039390063,0.008775917388060304,0.04583792345864755,0.08520256463709493,0.13374016921821077,0.20830503393482172
high-overshoot,H,1926.0,-0.11223726606295927,-0.04113555027178217,0.00450994232754701,0.046551390751256055,0.08709640268638574,0.14406259702973864,0.2237745322767664
high-overshoot,H,1927.0,-0.10816659056622227,-0.03703471217505634,0.010853108406209984,0.05026982744262359,0.09017062156124289,0.14221872923482493,0.2132238379555741
high-overshoot,H,1928.0,-0.1267025746718787,-0.04432272189874481,0.008751601493958873,0.05279329329402519,0.0902560668159655,0.1515690690030919,0.23480807702828851
high-overshoot,H,1929.0,-0.10776128523856156,-0.035796476022508836,0.021662255749545833,0.05660780243768454,0.09391477210142428,0.15444628636658567,0.22469859385799523
high-overshoot,H,1930.0,-0.11246734813652201,-0.04012118148798541,0.01147918141794863,0.050529904644773194,0.09293364262057247,0.14518319887321945,0.22189726308216892
high-overshoot,H,1931.0,-0.09534436438850695,-0.04169156760229327,0.009418503677288508,0.06264118180394136,0.10282106510896569,0.15394547655458962,0.22536767785841014
high-overshoot,H,1932.0,-0.10950510413346659,-0.02670749825689532,0.015922339746597184,0.05802117414110049,0.10014210336656237,0.1545685567697718,0.23076176376287555
high-overshoot,H,1933.0,-0.10312343981111567,-0.03632775062308949,0.01784191079468189,0.057446273229457945,0.10178178192383248,0.1628184444392788,0.23105263935869488
high-overshoot,H,1934.0,-0.09790076656068118,-0.032332331607223846,0.02201101421928255,0.05882637451213389,0.09937106781962318,0.14954818719268206,0.22992511283391767
high-overshoot,H,1935.0,-0.09515723560003225,-0.02417557139425782,0.022261145883431997,0.06206214013291294,0.10406393358752766,0.1670672347347633,0.2394784383678134
high-overshoot,H,1936.0,-0.09780830711601478,-0.01707335471997538,0.023189323620375926,0.06399552153518981,0.1018685788416573,0.15544579736709024,0.23298815137008552
high-overshoot,H,1937.0,-0.09104141032738416,-0.017888849209913692,0.026019412137489404,0.06749687406850609,0.10399221150674194,0.1668583763136887,0.2425894501649686
high-overshoot,H,1938.0,-0.09244077529755136,-0.024941712429255452,0.030522474503343125,0.07799538511399921,0.11311218516526801,0.17628771713348196,0.24709597139020079
high-overshoot,H,1939.0,-0.09337921359105138,-0.01970314133738229,0.0328117327672653,0.07074124655952327,0.11187668610360027,0.17224913807056808,0.24896421948426084
high-overshoot,H,1940.0,-0.09559114963011539,-0.024023811847442327,0.03572905650849874,0.0793206956918898,0.1162124364912238,0.16712320151698767,0.2642836177537938
high-overshoot,H,1941.0,-0.07886132580256942,-0.00977155270327586,0.040932349216569734,0.08168633963219572,0.12224077886123338,0.17230503165739863,0.2544899278319052
high-overshoot,H,1942.0,-0.06710717849523325,-0.006012187322955845,0.04164752302534266,0.08176402429781876,0.1279805542948926,0.17948914261030247,0.25964445959844384
high-overshoot,H,1943.0,-0.07466109423549551,-0.008158189111436964,0.04758280542380819,0.09102326181392967,0.13371074696884075,0.19566098547781666,0.2778763428409632
high-overshoot,H,1944.0,-0.07366476010227778,-0.0013700792366340058,0.0436975133857613,0.08752869223134178,0.13048237265685556,0.1860482006537872,0.2766289370377197
high-overshoot,H,1945.0,-0.06956513443363421,0.00019481007953738296,0.05517555318111139,0.09102509691396989,0.13291216747632098,0.1875626545521744,0.2780525351367903
high-overshoot,H,1946.0,-0.07857004128262028,0.0005480740803947874,0.05123846461988989,0.09482644607356111,0.13376260997431139,0.18868983053343008,0.2703930872109659
high-overshoot,H,1947.0,-0.08727557602222746,0.0005586377847172769,0.05497568360136958,0.09810191301652385,0.13690600597850794,0.19358446099440038,0.28488726741995823
high-overshoot,H,1948.0,-0.06930285737962968,-0.00203890002489397,0.05669441020488004,0.09737072363255098,0.13520421131596444,0.19238071325133496,0.2711028328856093
high-overshoot,H,1949.0,-0.06501311197274347,0.00036271282088033816,0.04856848262799423,0.09373623247021018,0.13986718892840838,0.19964748552751815,0.2732082138330453
high-overshoot,H,1950.0,-0.07983419790708814,0.003075540526650324,0.05099414010292966,0.10141011328261244,0.14313282731577218,0.1955383588022392,0.2830454818724846
high-overshoot,H,1951.0,-0.07106576608995012,0.013780506888796827,0.06199721739975274,0.10075873303813113,0.1431593340671365,0.20516723099930148,0.2737342180973573
high-overshoot,H,1952.0,-0.06831515881268853,0.006054827469178605,0.06255718011730875,0.10827597094607405,0.1477025838664334,0.20264858973161154,0.27804236889904005
high-overshoot,H,1953.0,-0.08379248473488371,0.006609133242768062,0.06814874011174714,0.10935399464757377,0.1460086576655598,0.19760854491103674,0.2704823478396772
high-overshoot,H,1954.0,-0.07056862269214553,0.01841198799884891,0.07102562544764712,0.11050443582795563,0.1509352202141651,0.2023014515769616,0.2891743066159104
high-overshoot,H,1955.0,-0.07387090441018945,0.00438907298447595,0.06567459006033141,0.10822303470481658,0.14474735768734556,0.20355349283059232,0.2871060805879072
high-overshoot,H,1956.0,-0.0576395510045879,0.012611789828276859,0.06782150713045297,0.10547432607405019,0.14424084486578423,0.20160904107714311,0.27910437553427053
high-overshoot,H,1957.0,-0.0580932601162,0.02443221081307103,0.07546451320317467,0.11468939042327414,0.15472223730887386,0.20822010382056347,0.29127038038558845
high-overshoot,H,1958.0,-0.036328385741400626,0.03082173718853229,0.0807863507950651,0.12636961704490968,0.16058449467579064,0.2198915530546061,0.2894027657617051
high-overshoot,H,1959.0,-0.040738849275725145,0.03554272701921037,0.08164138561987336,0.12622576751858927,0.16605549563335245,0.2218593403008818,0.2969193575636067
high-overshoot,H,1960.0,-0.026942293256969504,0.04292884413489757,0.08968473554813859,0.12963709939644585,0.16955015092998435,0.22451832782015083,0.30171324714269054
high-overshoot,H,1961.0,-0.03671181910576292,0.040128126746962194,0.09565959033435859,0.13382999774433627,0.17827882636672823,0.2393776630752083,0.30669117638398147
high-overshoot,H,1962.0,-0.042972851556621505,0.0408104118992146,0.09214828301841581,0.14218292732294663,0.18248195095063355,0.24178474016733278,0.3356077812009141
high-overshoot,H,1963.0,-0.023513395588857164,0.04592682132989153,0.10072709435930914,0.1421187525995801,0.17643850577337136,0.2344004051245418,0.3283572172323573
high-overshoot,H,1964.0,-0.02170642997811035,0.05075516052281474,0.1009703529793021,0.14753060206726726,0.19194662242710597,0.24328874231644534,0.3229362206059011
high-overshoot,H,1965.0,-0.019696649408146055,0.05017013256071076,0.10533662305444992,0.15205234109599033,0.19320917688990355,0.2486206386360077,0.3327631512525068
high-overshoot,H,1966.0,-0.01880164223880597,0.058611111134952834,0.11388230299580118,0.15691182260241185,0.1958721573088069,0.26113149218160425,0.34930226662118447
high-overshoot,H,1967.0,-0.0275670254881231,0.06005405949198833,0.11637654496784285,0.16250624788872006,0.20123429407337395,0.26417489892200485,0.33943108055890714
high-overshoot,H,1968.0,-0.011008436065701142,0.07278986907944236,0.12409431005463291,0.16741613089607546,0.2054605236245647,0.26933770122964423,0.3488021071802897
high-overshoot,H,1969.0,0.005280135257253717,0.07944691599798429,0.12650896100815093,0.17231240517561244,0.21161498142748308,0.2613019157158557,0.35340377506440046
high-overshoot,H,1970.0,0.016350516500333503,0.08184331300229244,0.13400190137727633,0.17641989238976263,0.21866855945971017,0.28121718764226145,0.35310426480386453
high-overshoot,H,1971.0,0.020827318649843163,0.08715535632884049,0.13838091286918813,0.17942815576242077,0.22351784149924372,0.286796942086194,0.3618268810156213
high-overshoot,H,1972.0,0.029194772160964215,0.10401018649033389,0.15453464150495436,0.1930277825865589,0.23560148458604258,0.29531046840587555,0.38099876144896333
high-overshoot,H,1973.0,0.0250816233129353,0.09978310967215558,0.15895106778711737,0.2047626057848894,0.24357416193181755,0.30542596339153455,0.39462477729550305
high-overshoot,H,1974.0,0.04372580450184371,0.11654004165852347,0.16592909660868724,0.20675997698427728,0.24544788687937907,0.3099159906025976,0.397287321105798
high-overshoot,H,1975.0,0.05325299225377876,0.1183582449471883,0.16995722699272853,0.21264237487868437,0.2569453916445836,0.32128505986239386,0.4101993399762886
high-overshoot,H,1976.0,0.04560091168694359,0.12087901880925173,0.1782280153751674,0.22221371475771393,0.2688940043386449,0.3338390354441514,0.4348580122600089
high-overshoot,H,1977.0,0.05471648410654835,0.13194271613267194,0.18342057993167388,0.23293796096448777,0.2796512894123283,0.3376721711219042,0.4433630458707967
high-overshoot,H,1978.0,0.06183946808371789,0.13793306543339773,0.18830665646351116,0.23409513761299333,0.2825365380754099,0.3457894682297377,0.4377762295692759
high-overshoot,H,1979.0,0.08150439793375601,0.15074310532719348,0.1946167712500976,0.24678101559815013,0.2886958713875184,0.35818874783481003,0.43793230527791427
high-overshoot,H,1980.0,0.08157031942060206,0.14435939772024806,0.20946372094663734,0.2557594893513998,0.2983742379614234,0.36387647946206286,0.46851076278602444
high-overshoot,H,1981.0,0.09079308263014109,0.164507702349704,0.21458920215758098,0.26480765043296783,0.3084210831746977,0.37576851416753443,0.4631442522157587
high-overshoot,H,1982.0,0.09455506074922926,0.17075720101421446,0.2275892164542884,0.2779818242630322,0.324859794118101,0.3833735658276338,0.4623689770941903
high-overshoot,H,1983.0,0.10851209277749896,0.1837079670694299,0.23307211313231485,0.2873547349049456,0.3280271864928827,0.39169699021729565,0.47784337691027995
high-overshoot,H,1984.0,0.11261121436380095,0.19120111442333673,0.24762213406894024,0.292787278446865,0.3436369562116677,0.4071053478517892,0.5087335818614087
high-overshoot,H,1985.0,0.1149894621977072,0.18951463960186224,0.2547784844059781,0.29781325973056666,0.3457596397966984,0.40482249524672825,0.5042290275606787
high-overshoot,H,1986.0,0.11517895396118534,0.2060852950605094,0.2549759841124159,0.30091765872141324,0.35754280959356394,0.4171131336938196,0.5031893752379671
high-overshoot,H,1987.0,0.13441582966068683,0.20536937984381898,0.2645601112514407,0.3123146282168054,0.360831206540275,0.4264153324389353,0.5132977231085025
high-overshoot,H,1988.0,0.13973882827275938,0.21527343050878647,0.27128854319478796,0.3223133330191811,0.36776911598864503,0.44264119643075206,0.5316310904455648
high-overshoot,H,1989.0,0.15319252072974293,0.22848288850908394,0.28680621583055116,0.34048893858109863,0.38492214620490856,0.43914959312293467,0.5416198712785263
high-overshoot,H,1990.0,0.15089630734720905,0.23012103647524604,0.2911994792744832,0.3440590883363488,0.3872970014067533,0.44725344158763497,0.5377401216132991
high-overshoot,H,1991.0,0.1660730738142842,0.2498212126251839,0.29883998851533206,0.35217051378880243,0.404359488730868,0.46600953683231006,0.572113324529874
high-overshoot,H,1992.0,0.18071939633743592,0.25524006699887053,0.3176565768885947,0.36285693555824416,0.41258172042984737,0.48984755923669654,0.5715910722050086
high-overshoot,H,1993.0,0.20018120978299916,0.26184129221430685,0.31988849483635823,0.3677516907786433,0.4217540441179271,0.5026054883968397,0.5994091230240044
high-overshoot,H,1994.0,0.20188887373039813,0.27217365856383935,0.3275492535309126,0.37976395716452516,0.42962777275745273,0.5007425479799587,0.5973207248165063
high-overshoot,H,1995.0,0.19412895334906516,0.2859121210716898,0.3410327833222737,0.3921664528768078,0.4406369416589003,0.5145556097843461,0.603810233855144
high-overshoot,H,1996.0,0.1972547535096097,0.2855421138457196,0.34993515784961793,0.40374019733420874,0.44794772666565214,0.519059246316261,0.6224134976554644
high-overshoot,H,1997.0,0.21949450309767,0.2930345991695923,0.3567003094050627,0.4137089850984541,0.46058776040810967,0.5352593617924916,0.6292947799224476
high-overshoot,H,1998.0,0.22911984132116356,0.30229727196498946,0.3634608189722237,0.4145520929181364,0.47076568971976124,0.5504481675973474,0.6536870829561237
high-overshoot,H,1999.0,0.23822327871052038,0.31677227457247126,0.3710298801334268,0.42693196655789617,0.48444799603044403,0.556002590357603,0.6539660670720894
high-overshoot,H,2000.0,0.23886519091618652,0.3234043055608012,0.38385951598353385,0.4341788519631908,0.4883628422545156,0.5729001013907513,0.6607108512089775
high-overshoot,H,2001.0,0.2547136461108045,0.3380963535051324,0.4039390958014093,0.4499470363553884,0.5029408570759033,0.5769522487619604,0.6673525567373678
high-overshoot,H,2002.0,0.2714675510197036,0.36299699959246823,0.41770167537547975,0.47218020370605346,0.5178906783629161,0.5857434423803765,0.6892572548115864
high-overshoot,H,2003.0,0.2646963149095942,0.3575201397502732,0.41438344424111057,0.4772683717884988,0.5269880376267406,0.5949149259844565,0.6944168365046479
high-overshoot,H,2004.0,0.2807144456624311,0.36111606993277967,0.4285994935867956,0.4805548770289663,0.5299926850202878,0.6084067418525348,0.7080423094786938
high-overshoot,H,2005.0,0.29728311278943576,0.37085445603850486,0.4333810860469137,0.4915786676758456,0.5512767733122031,0.6168876660587211,0.7333111751539882
high-overshoot,H,2006.0,0.3005918451879394,0.3893166550643474,0.45158712399096496,0.5069327963157783,0.5552907061546415,0.6258208538724368,0.7377284321080194
high-overshoot,H,2007.0,0.3273973735287152,0.40458224407800975,0.467053640377965,0.5201785816670204,0.5777234152297723,0.6461777221757178,0.7483014785041213
high-overshoot,H,2008.0,0.32951775853830717,0.4107785601203477,0.4733985086353475,0.5328690825356573,0.5895365388487076,0.6664577874609182,0.778411963173734
high-overshoot,H,2009.0,0.34128102490443835,0.4263825088848199,0.4867681814246896,0.543968899048753,0.5991385118307587,0.6777155363566112,0.7845284820171904
high-overshoot,H,2010.0,0.34534009165235374,0.42705319274541026,0.49947594018329705,0.5655482297042449,0.6178277097512238,0.7127965394428852,0.7887327967273838
high-overshoot,H,2011.0,0.3546481162149737,0.4405095350995065,0.512796988673263,0.5685606873392943,0.632911247985623,0.7075553586198162,0.8241787008966719
high-overshoot,H,2012.0,0.3742562407757136,0.46318063599706544,0.5227653085417292,0.5863856391421386,0.6436985916882639,0.7215891914297015,0.8229090777674698
high-overshoot,H,2013.0,0.3865839628386595,0.47217063628142336,0.5316745117924018,0.5904327499027333,0.6492459782569616,0.7304008213599117,0.841454650340942
high-overshoot,H,2014.0,0.38903902798294093,0.47450733807638856,0.5480089875382351,0.6160792681396978,0.6788330955234514,0.7603817266068437,0.8494972835833121
high-overshoot,H,2015.0,0.4006610064178942,0.4899631764377554,0.5633640292180592,0.6232025588269915,0.6938933084300458,0.7750695643757536,0.8856064198497344
high-overshoot,H,2016.0,0.43250670258813306,0.5084167556223138,0.5798664790546245,0.6386776263269431,0.7116862175520222,0.7966141579601826,0.9246879104613298
high-overshoot,H,2017.0,0.43204773643328015,0.5147578635283999,0.5937120220274541,0.6595105791587196,0.7192994965409991,0.803107491409352,0.9430038731113702
high-overshoot,H,2018.0,0.4461284355132049,0.5322350412654445,0.6080182880676842,0.6702367206022138,0.7342853496667461,0.8208872935906679,0.9478739177746344
high-overshoot,H,2019.0,0.4523575851374781,0.5441910537416436,0.6173939325056468,0.6827465782626522,0.7583384195324465,0.8384345023398172,0.9491363180941742
