scenario,year,cumulative_GtCO2,annual_GtCO2,scaled_to_published
ssp126,1905,10.9729,0.517679,0
ssp126,1906,11.5268,0.553912,0
ssp126,1907,12.1411,0.6143,0
ssp126,1908,12.7224,0.581272,0
ssp126,1909,13.3377,0.615252,0
ssp126,1910,13.9846,0.646928,0
ssp126,1911,14.6435,0.658865,0
ssp126,1912,15.3368,0.693348,0
ssp126,1913,16.0792,0.742355,0
ssp126,1914,16.7451,0.665914,0
ssp126,1915,17.4076,0.662551,0
ssp126,1916,18.127,0.719372,0
ssp126,1917,18.8721,0.745122,0
ssp126,1918,19.6049,0.732748,0
ssp126,1919,20.2372,0.632287,0
ssp126,1920,20.9685,0.731346,0
ssp126,1921,21.6006,0.632056,0
ssp126,1922,22.2753,0.674768,0
ssp126,1923,23.0325,0.757154,0
ssp126,1924,23.7983,0.765848,0
ssp126,1925,24.5807,0.782337,0
ssp126,1926,25.3695,0.788796,0
ssp126,1927,26.2204,0.850948,0
ssp126,1928,27.0723,0.851913,0
ssp126,1929,27.9904,0.918079,0
ssp126,1930,28.8329,0.842494,0
ssp126,1931,29.5887,0.755829,0
ssp126,1932,30.2687,0.679989,0
ssp126,1933,30.9874,0.718661,0
ssp126,1934,31.7697,0.78229,0
ssp126,1935,32.5937,0.824024,0
ssp126,1936,33.5003,0.906645,0
ssp126,1937,34.4702,0.969866,0
ssp126,1938,35.3784,0.90824,0
ssp126,1939,36.3416,0.963177,0
ssp126,1940,37.4036,1.06198,0
ssp126,1941,38.4969,1.09331,0
ssp126,1942,39.5933,1.09643,0
ssp126,1943,40.7286,1.13525,0
ssp126,1944,41.8507,1.12215,0
ssp126,1945,42.8028,0.952065,0
ssp126,1946,43.8063,1.0035,0
ssp126,1947,44.922,1.1157,0
ssp126,1948,46.1039,1.18187,0
ssp126,1949,47.2641,1.16017,0
ssp126,1950,48.5297,1.26562,0
ssp126,1951,49.8944,1.36469,0
ssp126,1952,51.2889,1.39452,0
ssp126,1953,52.7225,1.43362,0
ssp126,1954,54.1938,1.47127,0
ssp126,1955,55.8034,1.60966,0
ssp126,1956,57.5158,1.7124,0
ssp126,1957,59.2845,1.76865,0
ssp126,1958,61.1107,1.82624,0
ssp126,1959,63.0256,1.91482,0
ssp126,1960,65.0758,2.05029,0
ssp126,1961,67.1416,2.06572,0
ssp126,1962,69.2857,2.14411,0
ssp126,1963,71.5501,2.26447,0
ssp126,1964,73.939,2.38883,0
ssp126,1965,76.4342,2.49521,0
ssp126,1966,79.0389,2.60468,0
ssp126,1967,81.7267,2.68783,0
ssp126,1968,84.5693,2.84257,0
ssp126,1969,87.5662,2.99697,0
ssp126,1970,90.7764,3.21017,0
ssp126,1971,94.0591,3.2827,0
ssp126,1972,97.4825,3.42342,0
ssp126,1973,101.113,3.63008,0
ssp126,1974,104.71,3.5978,0
ssp126,1975,108.287,3.57655,0
ssp126,1976,112.052,3.76464,0
ssp126,1977,115.922,3.87005,0
ssp126,1978,120.056,4.13388,0
ssp126,1979,124.298,4.24244,0
ssp126,1980,128.493,4.1947,0
ssp126,1981,132.609,4.11676,0
ssp126,1982,136.702,4.09226,0
ssp126,1983,140.817,4.1158,0
ssp126,1984,145.062,4.24481,0
ssp126,1985,149.348,4.28605,0
ssp126,1986,153.701,4.35225,0
ssp126,1987,158.201,4.50083,0
ssp126,1988,162.841,4.63957,0
ssp126,1989,167.565,4.72414,0
ssp126,1990,172.151,4.58632,0
ssp126,1991,176.766,4.61409,0
ssp126,1992,181.348,4.58227,0
ssp126,1993,185.957,4.60966,0
ssp126,1994,190.605,4.6473,0
ssp126,1995,195.382,4.7775,0
ssp126,1996,200.253,4.87025,0
ssp126,1997,205.199,4.94671,0
ssp126,1998,210.19,4.99078,0
ssp126,1999,215.22,5.02952,0
ssp126,2000,220.375,5.15553,0
ssp126,2001,225.567,5.19206,0
ssp126,2002,230.867,5.29985,0
ssp126,2003,236.433,5.56603,0
ssp126,2004,242.284,5.85077,0
ssp126,2005,248.364,6.08008,0
ssp126,2006,254.646,6.28218,0
ssp126,2007,261.16,6.51366,0
ssp126,2008,267.721,6.56129,0
ssp126,2009,274.155,6.43369,0
ssp126,2010,280.965,6.81081,0
ssp126,2011,287.963,6.99704,0
ssp126,2012,295.083,7.12071,0
ssp126,2013,302.342,7.25854,0
ssp126,2014,309.592,7.25023,0
ssp126,2015,317.387,7.79482,0
ssp126,2016,325.234,7.84728,0
ssp126,2017,333.134,7.89975,0
ssp126,2018,341.086,7.95221,0
ssp126,2019,349.091,8.00468,0
ssp126,2020,357.148,8.05714,0
ssp126,2021,365.163,8.01505,0
ssp126,2022,373.136,7.97295,0
ssp126,2023,381.067,7.93085,0
ssp126,2024,388.955,7.88876,0
ssp126,2025,396.802,7.84666,0
ssp126,2026,404.607,7.80456,0
ssp126,2027,412.369,7.76247,0
ssp126,2028,420.09,7.72037,0
ssp126,2029,427.768,7.67827,0
ssp126,2030,435.404,7.63618,0
ssp126,2031,442.868,7.46441,0
ssp126,2032,450.161,7.29264,0
ssp126,2033,457.282,7.12087,0
ssp126,2034,464.231,6.94911,0
ssp126,2035,471.008,6.77734,0
ssp126,2036,477.614,6.60557,0
ssp126,2037,484.048,6.4338,0
ssp126,2038,490.31,6.26203,0
ssp126,2039,496.4,6.09027,0
ssp126,2040,502.319,5.9185,0
ssp126,2041,508.076,5.75746,0
ssp126,2042,513.672,5.59641,0
ssp126,2043,519.108,5.43537,0
ssp126,2044,524.382,5.27433,0
ssp126,2045,529.495,5.11329,0
ssp126,2046,534.448,4.95225,0
ssp126,2047,539.239,4.79121,0
ssp126,2048,543.869,4.63016,0
ssp126,2049,548.338,4.46912,0
ssp126,2050,552.646,4.30808,0
ssp126,2051,556.804,4.15765,0
ssp126,2052,560.811,4.00723,0
ssp126,2053,564.668,3.8568,0
ssp126,2054,568.374,3.70637,0
ssp126,2055,571.93,3.55595,0
ssp126,2056,575.336,3.40552,0
ssp126,2057,578.591,3.25509,0
ssp126,2058,581.695,3.10467,0
ssp126,2059,584.65,2.95424,0
ssp126,2060,587.454,2.80381,0
ssp126,2061,590.126,2.67209,0
ssp126,2062,592.666,2.54036,0
ssp126,2063,595.075,2.40864,0
ssp126,2064,597.352,2.27691,0
ssp126,2065,599.497,2.14519,0
ssp126,2066,601.51,2.01347,0
ssp126,2067,603.392,1.88174,0
ssp126,2068,605.142,1.75002,0
ssp126,2069,606.76,1.61829,0
ssp126,2070,608.247,1.48657,0
ssp126,2071,609.566,1.31881,0
ssp126,2072,610.717,1.15105,0
ssp126,2073,611.7,0.983294,0
ssp126,2074,612.516,0.815535,0
ssp126,2075,613.163,0.647777,0
ssp126,2076,613.643,0.480018,0
ssp126,2077,613.956,0.312259,0
ssp126,2078,614.1,0.1445,0
ssp126,2079,614.077,-0.0232583,0
ssp126,2080,613.886,-0.191017,0
ssp126,2081,613.579,-0.307,0
ssp126,2082,613.156,-0.422984,0
ssp126,2083,612.617,-0.538967,0
ssp126,2084,611.962,-0.65495,0
ssp126,2085,611.191,-0.770933,0
ssp126,2086,610.304,-0.886917,0
ssp126,2087,609.301,-1.0029,0
ssp126,2088,608.182,-1.11888,0
ssp126,2089,606.947,-1.23487,0
ssp126,2090,605.597,-1.35085,0
ssp126,2091,604.258,-1.33807,0
ssp126,2092,602.933,-1.3253,0
ssp126,2093,601.621,-1.31252,0
ssp126,2094,600.321,-1.29975,0
ssp126,2095,599.034,-1.28697,0
ssp126,2096,597.76,-1.2742,0
ssp126,2097,596.498,-1.26142,0
ssp126,2098,595.25,-1.24865,0
ssp126,2099,594.014,-1.23587,0
ssp126,2100,592.791,-1.2231,0
