year,010,011,012,013,014,015,016,017,018,019,020
1850,14.368506,14.149686,14.418293,14.149216,14.322461,14.260081,14.263319,14.221778,14.353845,14.370308,14.235151
1851,14.293296,14.096847,14.148147,14.077593,14.225980,13.949773,14.120180,14.214240,14.363138,14.194603,13.870103
1852,14.230134,14.027243,14.096444,13.957005,14.017818,14.010363,14.261225,14.136857,14.339849,14.183772,13.926122
1853,14.093245,13.942328,14.090556,14.120953,14.019215,14.119495,14.234891,14.021040,14.058571,14.184202,13.998744
1854,14.136932,13.981966,14.131127,14.127774,14.102783,14.394586,14.111078,13.906303,14.123078,14.000908,14.101251
1855,14.194613,14.030163,13.894032,14.125278,14.148668,14.220450,14.201695,13.960704,14.141538,14.113180,13.993832
1856,14.111690,14.041165,13.852938,14.165642,14.211425,14.088350,14.240446,14.087797,14.159990,14.081641,14.113931
1857,13.988478,13.977092,14.058655,14.164245,14.184306,13.996392,14.087048,14.086202,13.989630,14.142493,14.148307
1858,14.036853,14.135059,14.101143,14.134673,14.239914,14.011670,13.957647,13.974857,14.007412,14.283787,14.070527
1859,13.952156,14.076643,13.885464,13.969880,14.116904,14.125652,14.088858,13.999414,13.832279,14.068897,13.963152
1860,14.015596,13.891118,13.984549,13.997029,14.091423,14.221061,14.095078,14.040404,13.977727,14.016147,14.005480
1861,13.921674,14.058104,14.026322,13.876430,13.816448,13.932548,13.953961,14.157292,14.055900,14.264199,14.053852
1862,13.968116,14.319606,14.032442,14.014520,13.843072,14.029668,13.965496,14.081495,14.126233,13.994665,14.089695
1863,14.023471,14.116227,13.983740,13.986245,13.785977,14.102181,13.967160,14.139642,13.963192,14.002239,14.194934
1864,13.772063,14.177727,13.998713,13.957595,13.897916,13.941930,14.015537,14.183024,14.017614,14.046925,14.117181
1865,13.826791,14.303018,14.080167,14.185358,14.056196,14.055371,13.947620,14.156862,14.221990,14.055618,14.101621
1866,13.842461,14.285553,13.829976,14.151018,14.209712,14.110444,14.039559,14.023448,14.169881,13.981225,14.099100
1867,13.889184,14.158607,13.873656,14.106421,14.038920,13.991322,14.076567,14.101768,14.170106,13.949211,13.929141
1868,14.034220,14.290869,13.980925,14.129380,14.255548,14.035430,14.072245,14.114713,14.203993,13.934432,13.928036
1869,14.120850,14.096692,13.906724,14.141846,14.172832,14.199269,14.177652,14.022520,14.091748,13.999619,13.978297
1870,13.983664,13.983239,13.909698,14.149015,13.941525,14.194607,14.043738,13.949142,13.942645,13.903110,14.285117
1871,14.098108,14.087763,13.993789,14.122507,14.040236,13.944628,14.140872,14.005677,14.117330,14.144620,14.230201
1872,14.162163,14.249642,13.949129,13.979687,13.992759,14.145118,14.207802,14.120392,14.202235,14.203950,14.021347
1873,13.962837,14.032378,14.068232,14.045122,14.086900,14.219918,14.093551,14.028567,14.148201,13.933977,14.143305
1874,14.125392,13.971593,14.027384,13.988650,14.186765,13.933735,14.049212,13.854137,14.315811,13.954096,13.946957
1875,14.038376,14.049694,14.075276,14.078170,14.099506,14.058525,14.040653,13.865295,14.168627,13.905627,14.069686
1876,13.830201,14.140659,14.013468,14.122052,14.181950,14.045982,14.093393,13.909875,14.000027,13.908856,14.087131
1877,14.033398,14.056012,14.177660,14.051783,14.226531,14.006696,14.234569,13.906516,13.939381,14.015622,14.026875
1878,14.108779,14.010029,14.052007,14.197813,14.165107,14.044200,14.103069,13.993461,14.139719,14.139211,14.027719
1879,13.807713,14.020466,13.995387,14.164990,14.149569,13.924803,14.191108,13.916544,14.125147,14.202902,13.906226
1880,13.952106,14.106665,14.105333,13.647296,13.944779,14.018009,14.319473,13.881154,14.036917,14.117937,13.989863
1881,13.996049,14.049564,14.112558,13.687192,13.896020,14.008424,14.226265,14.112159,14.067075,14.356229,14.007148
1882,14.126501,14.326398,13.754315,13.743342,13.933812,14.033394,14.175423,13.951717,13.972000,14.209806,13.988556
1883,13.973366,14.137410,13.740293,13.787018,13.982641,13.742449,14.114287,13.943752,13.998856,13.925137,14.043874
1884,13.873819,14.067631,14.021102,13.865268,13.818936,13.893446,13.989752,13.891404,14.119535,13.954901,14.034208
