year,010,011,012,013,014,015
1897,2.940967,2.971470,2.962416,2.952432,2.951705,2.954976
1898,2.939468,2.956808,2.936248,2.942264,2.968944,2.953805
1899,2.949524,2.933664,2.950358,2.946559,2.962554,2.945479
1900,2.935394,2.944431,2.966123,2.958232,2.940369,2.950556
1901,2.966339,2.976227,2.928840,2.969630,2.942301,2.947390
1902,2.933952,2.944730,2.923202,2.948102,2.952525,2.938542
1903,2.950049,2.942278,2.947703,2.954859,2.946635,2.955437
1904,2.974736,2.952189,2.939403,2.964512,2.942147,2.951005
1905,2.960609,2.962482,2.951828,2.963353,2.979333,2.955718
1906,2.942736,2.941570,2.959786,2.943570,2.946610,2.950221
1907,2.954314,2.943445,2.951298,2.950318,2.947823,2.962343
1908,2.954628,2.957280,2.941271,2.958552,2.966875,2.962506
1909,2.953028,2.961444,2.952407,2.971610,2.953633,2.984699
1910,2.961752,2.949428,2.979402,2.948763,2.944184,2.959621
1911,2.953888,2.973147,2.951187,2.962899,2.954639,2.935547
1912,2.950280,2.941593,2.957481,2.931201,2.947112,2.958979
1913,2.949885,2.947372,3.001036,2.951269,2.966178,2.962022
1914,2.971634,2.960965,2.931597,2.957280,2.962217,2.938340
1915,2.934708,2.938527,2.937832,2.956405,2.949090,2.935212
1916,2.934389,2.951622,2.973472,2.954086,2.963743,2.964752
1917,2.970765,2.954001,2.943123,2.956109,2.954747,2.971306
1918,2.949829,2.949111,2.961721,2.956172,2.956856,2.952965
1919,2.927674,2.943520,2.952075,2.972087,2.944657,2.947597
1920,2.944987,2.960673,2.940290,2.959223,2.952967,2.952928
1921,2.971191,2.954530,2.942912,2.974729,2.959250,2.960955
1922,2.951394,2.952839,2.949782,2.968460,2.927265,2.969174
1923,2.964954,2.965908,2.953129,2.977515,2.945722,2.969186
1924,2.950313,2.964222,2.957037,2.952099,2.950615,2.962943
1925,2.945735,2.947259,2.966657,2.956672,2.957974,2.971531
1926,2.957576,2.950748,2.950396,2.959147,2.963518,2.955862
1927,2.976080,2.946320,2.952184,2.973160,2.941500,2.947335
1928,2.952435,2.940194,2.965311,2.953419,2.936621,2.975569
1929,2.968970,2.948971,2.978674,2.949751,2.946777,2.954522
1930,2.960203,2.967759,2.979840,2.958213,2.945223,2.960604
1931,2.945797,2.940250,2.943954,2.969140,2.962673,2.961344
1932,2.967510,2.951997,2.953318,2.937873,2.958167,2.958167
1933,2.975844,2.971551,2.952576,2.943116,2.951331,2.967103
1934,2.969778,2.954819,2.952326,2.977214,2.957648,2.973563
1935,2.987928,2.956127,2.966388,2.945190,2.963189,2.955176
1936,2.960383,2.971555,2.953153,2.964424,2.949534,2.972508
1937,2.945546,2.940227,2.952095,2.974340,2.950044,2.964163
1938,2.957359,2.944960,2.957341,2.961502,2.955241,2.968890
1939,2.985895,2.949407,2.955521,2.973701,2.946852,2.982317
1940,2.940628,2.939322,2.969134,2.960431,2.984907,2.940410
1941,2.960494,2.928017,2.968408,2.980806,2.946612,2.978420
1942,2.959710,2.948365,2.941257,2.936044,2.937680,2.960874
1943,2.961650,2.952515,2.947070,2.948610,2.959423,2.931928
1944,2.968384,2.972766,2.950785,2.971339,2.948605,2.955254
1945,2.996872,2.953938,2.957764,2.957035,2.956597,2.972107
1946,2.964252,2.962487,2.964845,2.971574,2.964851,2.951750
1947,2.962468,2.973239,2.942593,2.975860,2.966270,2.959320
1948,2.998151,2.971535,2.936529,2.943699,2.948983,2.960942
1949,2.966016,2.950395,2.971312,2.965517,2.963973,2.967630
1950,2.968496,2.973326,2.967990,2.951090,2.942950,2.971685
1951,2.962999,2.998417,2.954753,2.960030,2.960969,2.954907
1952,2.970683,2.952192,2.963167,2.987918,2.970993,2.964060
1953,2.982335,2.953195,2.993737,2.957720,2.965566,2.972289
1954,2.973019,2.968818,2.960030,2.957072,2.964936,2.940552
1955,2.970538,2.966401,2.989195,2.967992,2.979922,2.937473
1956,2.997890,2.986153,2.957075,2.960715,2.933313,2.974670
1957,2.964817,2.940209,2.947499,2.974215,2.943590,2.957540
1958,2.949489,2.945776,2.956280,2.968044,2.957025,2.931650
1959,2.974784,2.955942,2.948045,2.964845,2.983892,2.951534
1960,2.956629,2.954343,2.956009,2.990787,2.975467,2.940651
1961,2.960414,2.950523,2.968389,2.969091,2.961113,2.969470
1962,2.960253,2.939231,2.952761,2.954195,2.953231,2.968899
1963,2.950881,2.962072,2.949015,2.964702,2.980862,2.958202
1964,2.977080,2.938588,2.966658,2.994900,2.960800,2.968277
1965,2.972499,2.949281,2.958420,2.960845,2.964522,2.980713
1966,2.980254,2.964455,2.949567,2.972865,2.977729,2.951266
1967,2.950025,2.983792,2.946222,2.980978,2.951010,2.968583
1968,2.969283,2.942879,2.977048,2.974879,2.973337,2.968628
1969,2.983001,2.967636,2.947031,2.975034,2.975883,2.973760
1970,2.977293,2.963932,2.975121,2.984564,2.952229,2.979392
1971,2.982838,2.979780,2.972859,2.976507,2.964433,2.952945
1972,2.964508,2.979842,2.965320,2.959782,2.989757,2.965813
1973,2.966422,2.973933,2.957153,2.960685,2.977880,2.957657
1974,2.958549,2.959758,2.960874,2.985465,2.963475,2.994813
1975,2.960293,2.982986,2.971692,2.971387,2.992323,2.981687
1976,3.001063,2.967878,2.945922,3.003931,2.974206,2.963483
1977,2.950407,2.990837,2.972960,2.964292,2.960387,2.992667
1978,2.980213,2.968658,2.958972,2.990114,2.964224,2.983452
1979,2.987865,2.991045,2.960837,2.979694,2.986616,2.988402
1980,3.001132,3.027107,2.973071,3.000716,2.964766,2.964688
1981,2.959277,2.972919,2.975581,2.971360,2.966632,2.995548
1982,2.978131,2.975400,2.978071,2.975471,2.976592,2.982446
1983,2.990999,2.979445,2.964625,2.989779,3.002248,2.976016
1984,2.972015,2.997489,2.964218,3.000912,2.981449,2.971965
1985,2.979081,2.993105,2.983735,2.967256,2.961059,2.983684
1986,2.971738,2.968774,2.997215,2.992111,3.000017,2.954339
1987,2.997369,2.967750,2.976757,2.998303,2.960434,2.948366
1988,3.014806,2.991863,2.977882,2.987390,2.968676,2.984384
1989,3.003915,2.979174,2.979049,2.992322,2.985507,2.971382
1990,3.017913,2.987960,2.989433,3.014077,2.989706,2.997465
1991,2.986032,2.996851,2.972852,3.002284,2.981537,2.984845
