scenario,year,source,member,value,unit
ssp126,2100,emulator,m12,2.802041765734855,%
ssp126,2015,emulator,m13,0.9947351747490891,%
ssp126,2016,emulator,m13,-0.15108826084659605,%
ssp126,2017,emulator,m13,0.74819305171998,%
ssp126,2018,emulator,m13,0.46703834558398627,%
ssp126,2019,emulator,m13,0.24408409048547766,%
ssp126,2020,emulator,m13,1.5473004459019317,%
ssp126,2021,emulator,m13,0.361591638483809,%
ssp126,2022,emulator,m13,2.326297758451693,%
ssp126,2023,emulator,m13,0.9334736818218631,%
ssp126,2024,emulator,m13,0.930234336166911,%
ssp126,2025,emulator,m13,1.8310908082498125,%
ssp126,2026,emulator,m13,1.643698464818175,%
ssp126,2027,emulator,m13,1.7073137277198054,%
ssp126,2028,emulator,m13,1.6144653963256392,%
ssp126,2029,emulator,m13,0.7983891092553479,%
ssp126,2030,emulator,m13,2.656292243795714,%
ssp126,2031,emulator,m13,2.174319741472251,%
ssp126,2032,emulator,m13,2.0370414748316104,%
ssp126,2033,emulator,m13,1.7580369384536658,%
ssp126,2034,emulator,m13,1.8571138741229485,%
ssp126,2035,emulator,m13,2.568110305737087,%
ssp126,2036,emulator,m13,1.3096604860987529,%
ssp126,2037,emulator,m13,1.8304641408624343,%
ssp126,2038,emulator,m13,1.8439639803401666,%
ssp126,2039,emulator,m13,2.760546070404985,%
ssp126,2040,emulator,m13,1.4014523909205685,%
ssp126,2041,emulator,m13,1.5623946923800631,%
ssp126,2042,emulator,m13,2.8562450648751163,%
ssp126,2043,emulator,m13,2.4450486333358263,%
ssp126,2044,emulator,m13,2.3625513798297364,%
ssp126,2045,emulator,m13,3.1128650432856593,%
ssp126,2046,emulator,m13,3.6799535386387805,%
ssp126,2047,emulator,m13,2.0106530109899174,%
ssp126,2048,emulator,m13,2.699155225050346,%
ssp126,2049,emulator,m13,2.9512700752017063,%
ssp126,2050,emulator,m13,2.596251412186878,%
ssp126,2051,emulator,m13,2.774269178941808,%
ssp126,2052,emulator,m13,2.5380628326122276,%
ssp126,2053,emulator,m13,1.7550399949583737,%
ssp126,2054,emulator,m13,3.9464844406077986,%
ssp126,2055,emulator,m13,1.4928492591569742,%
ssp126,2056,emulator,m13,3.320341722171502,%
ssp126,2057,emulator,m13,1.7304764770377778,%
ssp126,2058,emulator,m13,4.141150955632328,%
ssp126,2059,emulator,m13,2.694344866525305,%
ssp126,2060,emulator,m13,2.941734432957697,%
ssp126,2061,emulator,m13,1.7946437893550284,%
ssp126,2062,emulator,m13,2.5845404537973447,%
ssp126,2063,emulator,m13,2.927870550897709,%
ssp126,2064,emulator,m13,4.004036386235258,%
ssp126,2065,emulator,m13,2.770882574467253,%
ssp126,2066,emulator,m13,2.1655477870055844,%
ssp126,2067,emulator,m13,2.953250568062547,%
ssp126,2068,emulator,m13,3.316020555166496,%
ssp126,2069,emulator,m13,2.85649317463743,%
ssp126,2070,emulator,m13,3.7887898658619927,%
ssp126,2071,emulator,m13,3.30038286296532,%
ssp126,2072,emulator,m13,2.72625597383833,%
ssp126,2073,emulator,m13,3.52040738290291,%
ssp126,2074,emulator,m13,3.0289310219847736,%
ssp126,2075,emulator,m13,2.9006033354802145,%
ssp126,2076,emulator,m13,3.458545940108818,%
ssp126,2077,emulator,m13,3.329413100407862,%
ssp126,2078,emulator,m13,2.318023539978306,%
ssp126,2079,emulator,m13,2.2784018981202645,%
ssp126,2080,emulator,m13,3.3140245060280593,%
ssp126,2081,emulator,m13,3.007675600161797,%
ssp126,2082,emulator,m13,3.3621686682312424,%
ssp126,2083,emulator,m13,2.1250484124765663,%
ssp126,2084,emulator,m13,2.7840196402241015,%
ssp126,2085,emulator,m13,3.805981010528624,%
ssp126,2086,emulator,m13,3.7298951486407623,%
ssp126,2087,emulator,m13,2.5285171751791697,%
ssp126,2088,emulator,m13,3.8600214258520853,%
ssp126,2089,emulator,m13,3.877029725920789,%
ssp126,2090,emulator,m13,2.1528621538876744,%
ssp126,2091,emulator,m13,4.0516347347137,%
ssp126,2092,emulator,m13,3.5755779512162915,%
ssp126,2093,emulator,m13,3.4090086437102123,%
ssp126,2094,emulator,m13,1.2084493501742182,%
ssp126,2095,emulator,m13,2.922464990310494,%
ssp126,2096,emulator,m13,2.9923485882279186,%
ssp126,2097,emulator,m13,2.144765220207828,%
ssp126,2098,emulator,m13,2.8652141282321955,%
ssp126,2099,emulator,m13,2.7557076519091623,%
ssp126,2100,emulator,m13,2.9317588440521813,%
ssp126,2015,emulator,m14,1.0891104858542762,%
ssp126,2016,emulator,m14,1.6300285989911616,%
ssp126,2017,emulator,m14,2.055024151732795,%
ssp126,2018,emulator,m14,1.4711163421689228,%
ssp126,2019,emulator,m14,1.149819467822361,%
ssp126,2020,emulator,m14,1.6183282641010148,%
ssp126,2021,emulator,m14,1.8444858342533066,%
ssp126,2022,emulator,m14,2.1324025047956536,%
ssp126,2023,emulator,m14,0.9249005566589137,%
ssp126,2024,emulator,m14,1.6889113299322929,%
ssp126,2025,emulator,m14,1.1110321231779106,%
ssp126,2026,emulator,m14,1.4432276885308453,%
ssp126,2027,emulator,m14,1.8661473048121862,%
ssp126,2028,emulator,m14,2.094644228812426,%
ssp126,2029,emulator,m14,1.8992777111218362,%
ssp126,2030,emulator,m14,2.7088113622315935,%
ssp126,2031,emulator,m14,2.002246827084215,%
ssp126,2032,emulator,m14,1.4448230827111657,%
ssp126,2033,emulator,m14,2.2491906099246637,%
ssp126,2034,emulator,m14,3.4196408998154233,%
ssp126,2035,emulator,m14,2.1027781399305177,%
ssp126,2036,emulator,m14,2.626491484869115,%
ssp126,2037,emulator,m14,0.9091126761634473,%
ssp126,2038,emulator,m14,0.7613174619731325,%
ssp126,2039,emulator,m14,2.521290376132561,%
ssp126,2040,emulator,m14,1.25837156585081,%
ssp126,2041,emulator,m14,2.8054132862267425,%
ssp126,2042,emulator,m14,1.6338784973820355,%
ssp126,2043,emulator,m14,2.028173897713218,%
ssp126,2044,emulator,m14,1.6001129848793654,%
ssp126,2045,emulator,m14,3.0524499671648613,%
ssp126,2046,emulator,m14,2.541784520020803,%
ssp126,2047,emulator,m14,2.4722127381094987,%
ssp126,2048,emulator,m14,2.2816719373549565,%
ssp126,2049,emulator,m14,2.2805896369185925,%
ssp126,2050,emulator,m14,3.716496935154289,%
ssp126,2051,emulator,m14,2.8960314241343696,%
ssp126,2052,emulator,m14,2.884107383726674,%
ssp126,2053,emulator,m14,1.3846129544102184,%
ssp126,2054,emulator,m14,3.2565833064502328,%
ssp126,2055,emulator,m14,2.547522617523149,%
ssp126,2056,emulator,m14,2.80354301868283,%
ssp126,2057,emulator,m14,2.993727177681951,%
ssp126,2058,emulator,m14,3.201038311758957,%
ssp126,2059,emulator,m14,2.6621932380278985,%
ssp126,2060,emulator,m14,2.7626703857726973,%
ssp126,2061,emulator,m14,1.6545988122384272,%
ssp126,2062,emulator,m14,2.28939101450211,%
ssp126,2063,emulator,m14,2.873228975298217,%
ssp126,2064,emulator,m14,3.0388943126596226,%
ssp126,2065,emulator,m14,2.548765621833603,%
ssp126,2066,emulator,m14,2.2278315024675495,%
ssp126,2067,emulator,m14,2.07954539366196,%
ssp126,2068,emulator,m14,3.5925636843675535,%
ssp126,2069,emulator,m14,3.0823837559156257,%
ssp126,2070,emulator,m14,3.4061477449038025,%
ssp126,2071,emulator,m14,4.214145834469451,%
ssp126,2072,emulator,m14,2.9816583949211792,%
ssp126,2073,emulator,m14,3.705918589720607,%
ssp126,2074,emulator,m14,3.9365712345859873,%
ssp126,2075,emulator,m14,1.9631521692734615,%
ssp126,2076,emulator,m14,4.1480154420674795,%
ssp126,2077,emulator,m14,3.1368429680457823,%
ssp126,2078,emulator,m14,2.66133324920335,%
ssp126,2079,emulator,m14,3.394051081591075,%
ssp126,2080,emulator,m14,1.863674680173555,%
ssp126,2081,emulator,m14,3.2061195347294937,%
ssp126,2082,emulator,m14,3.046287282260688,%
ssp126,2083,emulator,m14,2.7478731354147348,%
ssp126,2084,emulator,m14,3.147798002019976,%
ssp126,2085,emulator,m14,2.6375594281063823,%
ssp126,2086,emulator,m14,2.615385693627797,%
ssp126,2087,emulator,m14,2.659206937433198,%
ssp126,2088,emulator,m14,3.4931107077725936,%
ssp126,2089,emulator,m14,3.7471840925968842,%
ssp126,2090,emulator,m14,2.7153530275282947,%
ssp126,2091,emulator,m14,2.7734104176213688,%
ssp126,2092,emulator,m14,3.0938019004842543,%
ssp126,2093,emulator,m14,2.6608204355788523,%
ssp126,2094,emulator,m14,2.920894164523503,%
ssp126,2095,emulator,m14,2.833736255924856,%
ssp126,2096,emulator,m14,2.570515163840005,%
ssp126,2097,emulator,m14,2.8787885033043836,%
ssp126,2098,emulator,m14,2.122609050987547,%
ssp126,2099,emulator,m14,2.7818751632220704,%
ssp126,2100,emulator,m14,2.972699707474434,%
ssp126,2015,emulator,m15,-0.45033648659228487,%
ssp126,2016,emulator,m15,0.1932008564437912,%
ssp126,2017,emulator,m15,0.4389600767024084,%
ssp126,2018,emulator,m15,0.1738611647973013,%
ssp126,2019,emulator,m15,0.33387510066163084,%
ssp126,2020,emulator,m15,1.5555336899352368,%
ssp126,2021,emulator,m15,0.25788561197178483,%
ssp126,2022,emulator,m15,0.7056210656008906,%
ssp126,2023,emulator,m15,0.9221166621142108,%
ssp126,2024,emulator,m15,0.04955989737002283,%
ssp126,2025,emulator,m15,1.4289718950022103,%
ssp126,2026,emulator,m15,0.575427881472922,%
ssp126,2027,emulator,m15,1.670912839323246,%
ssp126,2028,emulator,m15,2.141579837821397,%
ssp126,2029,emulator,m15,1.457932830572644,%
ssp126,2030,emulator,m15,0.468237266668925,%
ssp126,2031,emulator,m15,0.8935470687239693,%
ssp126,2032,emulator,m15,1.3772474988777894,%
ssp126,2033,emulator,m15,2.2364751105409737,%
ssp126,2034,emulator,m15,2.182124265749353,%
ssp126,2035,emulator,m15,2.45335079115934,%
ssp126,2036,emulator,m15,2.8911130566478342,%
ssp126,2037,emulator,m15,2.4490855960198723,%
ssp126,2038,emulator,m15,1.9412614884267745,%
ssp126,2039,emulator,m15,1.7054338577472297,%
ssp126,2040,emulator,m15,3.49142289149393,%
ssp126,2041,emulator,m15,1.4818923696044943,%
ssp126,2042,emulator,m15,1.3982120407353653,%
ssp126,2043,emulator,m15,2.5302818612598448,%
ssp126,2044,emulator,m15,1.7823452711262882,%
ssp126,2045,emulator,m15,2.021794305944052,%
ssp126,2046,emulator,m15,3.154419104260197,%
ssp126,2047,emulator,m15,3.245718039986935,%
ssp126,2048,emulator,m15,4.756345320141127,%
ssp126,2049,emulator,m15,3.7635524072368196,%
ssp126,2050,emulator,m15,2.585610444052005,%
ssp126,2051,emulator,m15,3.0608542874826457,%
ssp126,2052,emulator,m15,2.479901061028962,%
ssp126,2053,emulator,m15,2.417832147279699,%
ssp126,2054,emulator,m15,3.164907685814515,%
ssp126,2055,emulator,m15,2.4532226767678935,%
ssp126,2056,emulator,m15,2.7236651781769057,%
ssp126,2057,emulator,m15,1.773332087351456,%
ssp126,2058,emulator,m15,3.099226957903131,%
ssp126,2059,emulator,m15,2.7415080906683347,%
ssp126,2060,emulator,m15,3.1182999872026396,%
ssp126,2061,emulator,m15,1.975103365237579,%
ssp126,2062,emulator,m15,2.3838614995774727,%
ssp126,2063,emulator,m15,2.8796877380809267,%
ssp126,2064,emulator,m15,3.7925903269253034,%
ssp126,2065,emulator,m15,3.906186185522616,%
ssp126,2066,emulator,m15,2.706571148184908,%
ssp126,2067,emulator,m15,4.302132222084292,%
ssp126,2068,emulator,m15,2.10240659249679,%
ssp126,2069,emulator,m15,3.7314032471042045,%
ssp126,2070,emulator,m15,3.325201831564999,%
ssp126,2071,emulator,m15,2.0763680451145126,%
ssp126,2072,emulator,m15,2.382438789269143,%
ssp126,2073,emulator,m15,3.8398626578829096,%
ssp126,2074,emulator,m15,2.2453308185771244,%
ssp126,2075,emulator,m15,2.751580187531284,%
ssp126,2076,emulator,m15,3.304551814347174,%
ssp126,2077,emulator,m15,3.545286020173875,%
ssp126,2078,emulator,m15,3.373317187630239,%
ssp126,2079,emulator,m15,3.590208867655783,%
ssp126,2080,emulator,m15,3.0568564113799903,%
ssp126,2081,emulator,m15,2.870795395887693,%
ssp126,2082,emulator,m15,3.2053505661054253,%
ssp126,2083,emulator,m15,3.7451019054406247,%
ssp126,2084,emulator,m15,3.3560971444068253,%
ssp126,2085,emulator,m15,2.808497150992008,%
ssp126,2086,emulator,m15,2.6695465256439217,%
ssp126,2087,emulator,m15,3.545876250362971,%
ssp126,2088,emulator,m15,2.9892443407416938,%
ssp126,2089,emulator,m15,3.2000560151076205,%
ssp126,2090,emulator,m15,2.7183277814785995,%
ssp126,2091,emulator,m15,3.1517007015503915,%
ssp126,2092,emulator,m15,3.1626451369305397,%
ssp126,2093,emulator,m15,2.5370523907041083,%
ssp126,2094,emulator,m15,2.4188247084807255,%
ssp126,2095,emulator,m15,2.3263299149391243,%
ssp126,2096,emulator,m15,2.1781332674929423,%
ssp126,2097,emulator,m15,2.114814835486917,%
ssp126,2098,emulator,m15,3.332212646433614,%
ssp126,2099,emulator,m15,2.7128797452049134,%
ssp126,2100,emulator,m15,3.4311730032268746,%
ssp126,2015,emulator,m16,0.49668198643597417,%
ssp126,2016,emulator,m16,0.7155397699490262,%
ssp126,2017,emulator,m16,1.0096100744406908,%
ssp126,2018,emulator,m16,0.09126952671063646,%
ssp126,2019,emulator,m16,2.8658622761593384,%
ssp126,2020,emulator,m16,0.9170413528605688,%
ssp126,2021,emulator,m16,1.0539976992347877,%
ssp126,2022,emulator,m16,1.9146580304130103,%
ssp126,2023,emulator,m16,-0.011913660078707224,%
ssp126,2024,emulator,m16,1.7621804337088456,%
ssp126,2025,emulator,m16,0.7250811405475031,%
ssp126,2026,emulator,m16,1.3037699442726383,%
ssp126,2027,emulator,m16,1.2723599855886523,%
ssp126,2028,emulator,m16,2.9101927389637634,%
ssp126,2029,emulator,m16,1.700700082840338,%
ssp126,2030,emulator,m16,0.6329607165341513,%
ssp126,2031,emulator,m16,2.3462262701498253,%
ssp126,2032,emulator,m16,2.9086277451383182,%
ssp126,2033,emulator,m16,2.323263747230014,%
ssp126,2034,emulator,m16,1.125151574438039,%
ssp126,2035,emulator,m16,1.5362922863433894,%
ssp126,2036,emulator,m16,2.1127889057307865,%
ssp126,2037,emulator,m16,2.5749508798163077,%
ssp126,2038,emulator,m16,2.910417533136009,%
ssp126,2039,emulator,m16,2.539399249581041,%
ssp126,2040,emulator,m16,2.8509847625411284,%
ssp126,2041,emulator,m16,2.6192636354930743,%
ssp126,2042,emulator,m16,3.6802389405765634,%
ssp126,2043,emulator,m16,3.0893463640623073,%
ssp126,2044,emulator,m16,3.046852178320605,%
ssp126,2045,emulator,m16,2.826596283743371,%
ssp126,2046,emulator,m16,2.741769240668641,%
ssp126,2047,emulator,m16,2.87105892239399,%
ssp126,2048,emulator,m16,2.768707892380621,%
ssp126,2049,emulator,m16,0.7987591205276653,%
ssp126,2050,emulator,m16,2.7889247357231635,%
ssp126,2051,emulator,m16,2.836962331702884,%
ssp126,2052,emulator,m16,2.253999586089761,%
ssp126,2053,emulator,m16,2.9816978496691213,%
ssp126,2054,emulator,m16,2.325258421756234,%
ssp126,2055,emulator,m16,3.24885348486654,%
ssp126,2056,emulator,m16,3.4232170886193996,%
ssp126,2057,emulator,m16,2.2551125787876267,%
ssp126,2058,emulator,m16,3.7870387794400804,%
ssp126,2059,emulator,m16,2.8889690362043083,%
ssp126,2060,emulator,m16,2.088175150594267,%
ssp126,2061,emulator,m16,2.8983363010604637,%
ssp126,2062,emulator,m16,3.9588662488580515,%
ssp126,2063,emulator,m16,3.3375746950143705,%
ssp126,2064,emulator,m16,2.857571642313038,%
ssp126,2065,emulator,m16,2.8744796378706887,%
ssp126,2066,emulator,m16,2.8258271860343194,%
ssp126,2067,emulator,m16,2.985257392961162,%
ssp126,2068,emulator,m16,3.2058699919724463,%
ssp126,2069,emulator,m16,2.8448095256002333,%
ssp126,2070,emulator,m16,3.1891226404794133,%
ssp126,2071,emulator,m16,1.8721818092784857,%
ssp126,2072,emulator,m16,3.227874821367343,%
ssp126,2073,emulator,m16,2.464860863980452,%
ssp126,2074,emulator,m16,2.870654110442403,%
ssp126,2075,emulator,m16,3.2695765888030515,%
ssp126,2076,emulator,m16,3.463289004872291,%
ssp126,2077,emulator,m16,3.8296428012666768,%
ssp126,2078,emulator,m16,2.7110876923245217,%
ssp126,2079,emulator,m16,1.9673913499353421,%
ssp126,2080,emulator,m16,3.1350719185479643,%
ssp126,2081,emulator,m16,2.7764288464449147,%
ssp126,2082,emulator,m16,3.1198853929711015,%
ssp126,2083,emulator,m16,3.204711642391702,%
ssp126,2084,emulator,m16,3.4115304016191152,%
ssp126,2085,emulator,m16,1.7298590931562279,%
ssp126,2086,emulator,m16,2.962543618902982,%
ssp126,2087,emulator,m16,2.3927269766470936,%
ssp126,2088,emulator,m16,3.9921052212856525,%
ssp126,2089,emulator,m16,2.610372935657777,%
ssp126,2090,emulator,m16,1.9869058573064902,%
ssp126,2091,emulator,m16,2.0023099552958774,%
ssp126,2092,emulator,m16,3.4406959694583854,%
ssp126,2093,emulator,m16,3.9096657680949076,%
ssp126,2094,emulator,m16,2.4279210478897717,%
ssp126,2095,emulator,m16,2.74090899956197,%
ssp126,2096,emulator,m16,2.8428954705117766,%
ssp126,2097,emulator,m16,2.5741507392577354,%
ssp126,2098,emulator,m16,3.1527330091221786,%
ssp126,2099,emulator,m16,2.799740233360638,%
ssp126,2100,emulator,m16,2.8350178095171574,%
ssp126,2015,emulator,m17,0.44062006641913387,%
ssp126,2016,emulator,m17,0.4536574080158581,%
ssp126,2017,emulator,m17,1.2570721624862788,%
ssp126,2018,emulator,m17,0.638185012678831,%
ssp126,2019,emulator,m17,1.450571251024167,%
ssp126,2020,emulator,m17,0.07146978837975611,%
ssp126,2021,emulator,m17,1.0838452451252476,%
ssp126,2022,emulator,m17,1.131740210113092,%
ssp126,2023,emulator,m17,1.8771677028675873,%
ssp126,2024,emulator,m17,1.659630849810918,%
ssp126,2025,emulator,m17,2.546339695143399,%
ssp126,2026,emulator,m17,1.5551631417167986,%
ssp126,2027,emulator,m17,1.9160317644704252,%
ssp126,2028,emulator,m17,1.7562881118969913,%
ssp126,2029,emulator,m17,2.1747051943758926,%
ssp126,2030,emulator,m17,1.8201317982977274,%
ssp126,2031,emulator,m17,1.6053824146706763,%
ssp126,2032,emulator,m17,1.5680067979095238,%
ssp126,2033,emulator,m17,2.5885984307949714,%
ssp126,2034,emulator,m17,1.3970206944760704,%
ssp126,2035,emulator,m17,1.266473291414962,%
ssp126,2036,emulator,m17,1.5710150496792523,%
ssp126,2037,emulator,m17,2.9873339862495145,%
ssp126,2038,emulator,m17,2.4373997894099833,%
ssp126,2039,emulator,m17,2.1645325540812554,%
ssp126,2040,emulator,m17,1.8226282312064805,%
ssp126,2041,emulator,m17,2.229551431264759,%
ssp126,2042,emulator,m17,1.6093248111909204,%
ssp126,2043,emulator,m17,1.9162818973964557,%
ssp126,2044,emulator,m17,2.5224714633253376,%
ssp126,2045,emulator,m17,2.386943684265547,%
ssp126,2046,emulator,m17,3.577763959799054,%
ssp126,2047,emulator,m17,2.723648329312229,%
ssp126,2048,emulator,m17,3.234365871128895,%
ssp126,2049,emulator,m17,2.7977414800229568,%
ssp126,2050,emulator,m17,1.8072888263848614,%
ssp126,2051,emulator,m17,3.2678995637865214,%
ssp126,2052,emulator,m17,2.399056431522829,%
ssp126,2053,emulator,m17,3.2952218145177685,%
ssp126,2054,emulator,m17,4.030010433694383,%
ssp126,2055,emulator,m17,3.9898212005686626,%
ssp126,2056,emulator,m17,3.2840684219243284,%
ssp126,2057,emulator,m17,2.8491892869511894,%
ssp126,2058,emulator,m17,3.0854541999255694,%
ssp126,2059,emulator,m17,1.657860475366574,%
ssp126,2060,emulator,m17,2.8214166154730975,%
ssp126,2061,emulator,m17,2.0139564034423585,%
ssp126,2062,emulator,m17,2.785897089027996,%
ssp126,2063,emulator,m17,3.0746605969487026,%
ssp126,2064,emulator,m17,2.9375797076257317,%
ssp126,2065,emulator,m17,2.4885381509730986,%
ssp126,2066,emulator,m17,2.488085146855265,%
ssp126,2067,emulator,m17,2.8434102891692254,%
ssp126,2068,emulator,m17,3.4465709363223618,%
ssp126,2069,emulator,m17,4.150120007978908,%
ssp126,2070,emulator,m17,4.336645671380422,%
ssp126,2071,emulator,m17,2.474652619310195,%
ssp126,2072,emulator,m17,2.7436401907147436,%
ssp126,2073,emulator,m17,2.985084814462392,%
ssp126,2074,emulator,m17,3.3781088066344704,%
ssp126,2075,emulator,m17,2.1342592626259744,%
ssp126,2076,emulator,m17,3.136179358250462,%
ssp126,2077,emulator,m17,2.7703261890871196,%
ssp126,2078,emulator,m17,3.9420633571481356,%
ssp126,2079,emulator,m17,3.0698720917910993,%
ssp126,2080,emulator,m17,2.3695221805538877,%
ssp126,2081,emulator,m17,2.795301840189123,%
ssp126,2082,emulator,m17,4.160593335726318,%
ssp126,2083,emulator,m17,2.8385076993802,%
ssp126,2084,emulator,m17,2.84432524334954,%
ssp126,2085,emulator,m17,3.9651973598698174,%
ssp126,2086,emulator,m17,4.468919179239708,%
ssp126,2087,emulator,m17,3.5186779674501025,%
ssp126,2088,emulator,m17,3.2930027107232642,%
ssp126,2089,emulator,m17,2.9357461259540782,%
ssp126,2090,emulator,m17,1.999105631020286,%
ssp126,2091,emulator,m17,3.385086850192812,%
ssp126,2092,emulator,m17,3.125490067588793,%
ssp126,2093,emulator,m17,2.7111339952316995,%
ssp126,2094,emulator,m17,3.0957849267272377,%
ssp126,2095,emulator,m17,2.520448676149115,%
ssp126,2096,emulator,m17,3.032173337851266,%
ssp126,2097,emulator,m17,3.120789397195027,%
ssp126,2098,emulator,m17,4.78153980824206,%
ssp126,2099,emulator,m17,3.017860079614358,%
ssp126,2100,emulator,m17,1.9753629023209363,%
ssp126,2015,emulator,m18,0.40558489237817974,%
ssp126,2016,emulator,m18,0.26197780163561274,%
ssp126,2017,emulator,m18,-0.4126878929554417,%
ssp126,2018,emulator,m18,0.6177822207756034,%
ssp126,2019,emulator,m18,2.593015477933825,%
ssp126,2020,emulator,m18,1.4942055738017408,%
ssp126,2021,emulator,m18,1.2417444251343455,%
ssp126,2022,emulator,m18,1.2525514504433195,%
ssp126,2023,emulator,m18,0.6262953669044966,%
ssp126,2024,emulator,m18,1.5311766847822021,%
ssp126,2025,emulator,m18,1.107034416971393,%
ssp126,2026,emulator,m18,1.131972474561097,%
ssp126,2027,emulator,m18,2.0729726342233716,%
ssp126,2028,emulator,m18,2.0324657122231984,%
ssp126,2029,emulator,m18,1.379490817851383,%
ssp126,2030,emulator,m18,1.2464495972146634,%
ssp126,2031,emulator,m18,2.4853239543234635,%
ssp126,2032,emulator,m18,1.7086907797784756,%
ssp126,2033,emulator,m18,2.8362687465624408,%
ssp126,2034,emulator,m18,1.9613292947610368,%
ssp126,2035,emulator,m18,2.600011130827634,%
ssp126,2036,emulator,m18,0.8461532594153041,%
ssp126,2037,emulator,m18,1.3893429939319226,%
ssp126,2038,emulator,m18,3.897451620570683,%
ssp126,2039,emulator,m18,1.2795518483971076,%
ssp126,2040,emulator,m18,1.998421328853163,%
ssp126,2041,emulator,m18,2.6058659820680057,%
ssp126,2042,emulator,m18,2.262652997424634,%
ssp126,2043,emulator,m18,2.869367201390682,%
ssp126,2044,emulator,m18,3.1456073812318848,%
ssp126,2045,emulator,m18,1.1523520101522495,%
ssp126,2046,emulator,m18,2.1009971828862364,%
ssp126,2047,emulator,m18,2.866390673555072,%
ssp126,2048,emulator,m18,3.6130539435385916,%
ssp126,2049,emulator,m18,2.7179562782244435,%
ssp126,2050,emulator,m18,1.4402752550031703,%
ssp126,2051,emulator,m18,3.964680481060958,%
ssp126,2052,emulator,m18,3.0822287197833593,%
ssp126,2053,emulator,m18,2.4676446916306753,%
ssp126,2054,emulator,m18,3.764228253827372,%
ssp126,2055,emulator,m18,1.732839235696256,%
ssp126,2056,emulator,m18,3.5201524135499898,%
ssp126,2057,emulator,m18,2.6482211087886025,%
ssp126,2058,emulator,m18,2.967078008379607,%
ssp126,2059,emulator,m18,3.6527303986739637,%
ssp126,2060,emulator,m18,2.3995788565456433,%
ssp126,2061,emulator,m18,3.3490442691212805,%
ssp126,2062,emulator,m18,2.6632763238446002,%
ssp126,2063,emulator,m18,3.976018355983886,%
ssp126,2064,emulator,m18,2.861518173972574,%
ssp126,2065,emulator,m18,4.096355918957922,%
ssp126,2066,emulator,m18,2.74850266726786,%
ssp126,2067,emulator,m18,2.5476434729076196,%
ssp126,2068,emulator,m18,2.297332013501845,%
ssp126,2069,emulator,m18,2.6262700656859224,%
ssp126,2070,emulator,m18,3.120691983126387,%
ssp126,2071,emulator,m18,2.896321414079332,%
ssp126,2072,emulator,m18,2.005912128701423,%
ssp126,2073,emulator,m18,3.149544352538587,%
ssp126,2074,emulator,m18,2.9545380126695266,%
ssp126,2075,emulator,m18,3.03435698424035,%
ssp126,2076,emulator,m18,1.9471663837233153,%
ssp126,2077,emulator,m18,2.8191473135597476,%
ssp126,2078,emulator,m18,1.6544299080423475,%
ssp126,2079,emulator,m18,3.0756780451591084,%
ssp126,2080,emulator,m18,3.952759877910752,%
ssp126,2081,emulator,m18,2.7469568368564987,%
ssp126,2082,emulator,m18,3.556555719427215,%
ssp126,2083,emulator,m18,2.876446102899232,%
ssp126,2084,emulator,m18,2.359152460796937,%
ssp126,2085,emulator,m18,3.1692353339458066,%
ssp126,2086,emulator,m18,2.7707364774374725,%
ssp126,2087,emulator,m18,3.2484282283961052,%
ssp126,2088,emulator,m18,2.635467091307671,%
ssp126,2089,emulator,m18,3.1934151271616544,%
ssp126,2090,emulator,m18,2.498787842695193,%
ssp126,2091,emulator,m18,3.545762865522412,%
ssp126,2092,emulator,m18,2.7813896894380785,%
ssp126,2093,emulator,m18,3.551122270753635,%
ssp126,2094,emulator,m18,1.518275100413223,%
ssp126,2095,emulator,m18,3.8990763226459935,%
ssp126,2096,emulator,m18,2.1964959698050746,%
ssp126,2097,emulator,m18,2.969681704344265,%
ssp126,2098,emulator,m18,2.0672712513876923,%
ssp126,2099,emulator,m18,3.067099188179775,%
ssp126,2100,emulator,m18,2.5956138132658695,%
ssp126,2015,emulator,m19,0.6293207122809887,%
ssp126,2016,emulator,m19,0.7196314871070585,%
ssp126,2017,emulator,m19,1.1207720566347892,%
ssp126,2018,emulator,m19,0.8826268464799475,%
ssp126,2019,emulator,m19,1.6304662430964707,%
ssp126,2020,emulator,m19,0.734127843664449,%
ssp126,2021,emulator,m19,0.4671257103625733,%
ssp126,2022,emulator,m19,0.663944289215293,%
ssp126,2023,emulator,m19,1.230347864401991,%
ssp126,2024,emulator,m19,0.8323672797333316,%
ssp126,2025,emulator,m19,2.1007715617748266,%
ssp126,2026,emulator,m19,0.9872095159117109,%
ssp126,2027,emulator,m19,1.0725378189006252,%
ssp126,2028,emulator,m19,1.8903480013710912,%
ssp126,2029,emulator,m19,1.2389918247842422,%
ssp126,2030,emulator,m19,1.5946906378156531,%
ssp126,2031,emulator,m19,1.6503577139018,%
ssp126,2032,emulator,m19,0.6298963603465246,%
ssp126,2033,emulator,m19,2.9676407332102497,%
ssp126,2034,emulator,m19,1.9580241592007441,%
ssp126,2035,emulator,m19,2.342158829771941,%
ssp126,2036,emulator,m19,1.1979770195528765,%
ssp126,2037,emulator,m19,2.4408128605258455,%
ssp126,2038,emulator,m19,1.7327029302525279,%
ssp126,2039,emulator,m19,2.5981567977786186,%
ssp126,2040,emulator,m19,2.7583991267174026,%
ssp126,2041,emulator,m19,3.5003645859259636,%
ssp126,2042,emulator,m19,3.450010790557304,%
