scenario,source,value,unit
ssp245,emulator,3.300916151870952,degC
ssp245,emulator,3.3042457754375167,degC
ssp245,emulator,3.520873807748403,degC
ssp245,emulator,3.343347148933132,degC
ssp245,emulator,3.518704105996788,degC
ssp245,emulator,3.3910806782560226,degC
ssp245,emulator,3.154257546895069,degC
ssp245,emulator,3.3599432489979133,degC
ssp245,emulator,3.233062320057032,degC
ssp245,emulator,3.152693333382553,degC
ssp245,emulator,3.1675198957360404,degC
ssp245,emulator,3.5279209288384106,degC
ssp245,emulator,3.2250540150769123,degC
ssp245,emulator,3.5085327186535995,degC
ssp245,emulator,3.4372335285372397,degC
ssp245,emulator,3.3292522298345393,degC
ssp245,emulator,3.3737917820330043,degC
ssp245,emulator,3.488735396247291,degC
ssp245,emulator,3.274859209698038,degC
ssp245,emulator,3.163652186350971,degC
ssp245,emulator,3.2475178136431726,degC
ssp245,emulator,3.3372161274627654,degC
ssp245,emulator,3.519005338044897,degC
ssp245,emulator,3.464124640448107,degC
ssp245,emulator,3.026894547950418,degC
ssp245,emulator,3.203528276944388,degC
ssp245,emulator,3.2905083652088667,degC
ssp245,emulator,3.6136500857173974,degC
ssp245,emulator,3.5191659657710996,degC
ssp245,emulator,3.6309881457464552,degC
ssp245,emulator,3.493552101322388,degC
ssp245,emulator,3.413824880719238,degC
ssp245,emulator,3.3450225793352377,degC
ssp245,emulator,3.4975574113678665,degC
ssp245,emulator,3.552701329504126,degC
ssp245,emulator,3.2885547450997645,degC
ssp245,emulator,3.2797744682185144,degC
ssp245,emulator,3.4009732542190196,degC
ssp245,emulator,3.2593069609392327,degC
ssp245,emulator,3.398695203080818,degC
ssp245,emulator,3.4330606093608207,degC
ssp245,emulator,3.4199421767103093,degC
ssp245,emulator,3.3153906918808804,degC
ssp245,emulator,3.4331577116583443,degC
ssp245,emulator,3.4858624736761303,degC
ssp245,emulator,3.2439360989567216,degC
ssp245,emulator,3.2452490404557874,degC
ssp245,emulator,3.23702203302601,degC
ssp245,emulator,3.221246228728086,degC
ssp245,emulator,3.2648553645857827,degC
ssp245,emulator,3.024869446014181,degC
ssp245,emulator,3.2392958589441516,degC
ssp245,emulator,2.9226204157395106,degC
ssp245,emulator,3.2780321906247973,degC
ssp245,emulator,3.328793888444716,degC
ssp245,emulator,3.321471068618761,degC
ssp245,emulator,3.572861389472793,degC
ssp245,emulator,3.444747567489502,degC
ssp245,emulator,3.427338299309019,degC
ssp245,emulator,3.3050522459624556,degC
ssp245,emulator,3.241301510754427,degC
ssp245,emulator,3.416429610387981,degC
ssp245,emulator,3.2653000814585074,degC
ssp245,emulator,3.6380137746453283,degC
ssp245,emulator,3.0659416585800496,degC
ssp245,emulator,3.4607483316339387,degC
ssp245,emulator,3.3765725029428264,degC
ssp245,emulator,3.4401265483596983,degC
ssp245,emulator,3.305913201973132,degC
ssp245,emulator,3.4823014605331384,degC
ssp245,emulator,3.2637411617080705,degC
